"Title","Year","Source title","DOI","Link","Abstract","Document Type","Publication Stage","Source"
"Power Allocation in UAV-Enabled Relaying Systems for Secure Communications","2019","IEEE Access","10.1109/ACCESS.2019.2932780","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090146271&doi=10.1109%2fACCESS.2019.2932780&partnerID=40&md5=0b5d78562cadabdc3b07c6344a9fc589","Unmanned aerial vehicle (UAV)-enabled mobile relaying technique is a promising approach in providing high data rate transmission. Limitations of the UAV's hardware and the line-of-sight link of the air-to-ground channel make UAV ground communication more vulnerable to wiretap and spoof threats. This paper tackles the secure transmission problem with physical layer security (PLS) technologies. A four-node wiretap channel with UAV-enabled relay is considered and eavesdroppers' location information is partially known that they are in a certain area with variable densities. We put forward the secrecy rate maximization problem aiming at optimizing the source/relay transmission power. The objective function and constraints are proved to be non-convex and we convert the non-convex problem to a convex one by introducing the difference-of-concave (DC) programming and slack variables. For a special case, a closed-form solution is obtained which greatly reduces the complexity of the algorithm. The simulation result shows that with the proposed algorithm, the system with partial eavesdroppers' location information can achieve a pretty good secrecy performance close to that in the case with perfect location information.  © 2013 IEEE.","Article","Final","Scopus"
"Acoustic localization estimation of an unmanned aerial vehicle using microphone array","2019","INTER-NOISE 2019 MADRID - 48th International Congress and Exhibition on Noise Control Engineering","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084164201&partnerID=40&md5=63536547d9192cc471e3cd09af596846","Acoustic source localization is an active research topic in array processing due to its multiple applications. Microphone array can be efficiently used for detecting, locating and tracking acoustic sources in their environment. In recent years, the current technological improvements of Unmanned Aerial Vehicles (UAV) have made drones more difficult to locate using optical or radio-based systems. However, the sound emitted by UAV motorization and their aerodynamic whistling can be exploited using a microphone array and an adequate real time signal processing algorithm. The purpose of this study is to characterize the acoustic signature of a drone and to estimate its 3D position using a microphone array with few sensors. Simple trajectories of the moving source are first simulated. Two methods, beamforming and goniometry, are tested to localize the source. Measurements were carried out in anechoïc conditions to characterize the acoustic signature of the drone. Additional measurements in real outdoor flight were finally made. Results obtained by the experiments are shown and the different approaches are compared to localize the drone and to track it. The performance in localization ability of the methods is studied. © INTER-NOISE 2019 MADRID - 48th International Congress and Exhibition on Noise Control Engineering. All Rights Reserved.","Conference paper","Final","Scopus"
"Fully automated differential fault analysis on software implementations of block ciphers","2019","IACR Transactions on Cryptographic Hardware and Embedded Systems","10.13154/tches.v2019.i3.1-29","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087404716&doi=10.13154%2ftches.v2019.i3.1-29&partnerID=40&md5=7369035127c93acbe54a8bb5e07716cf","Differential Fault Analysis (DFA) is considered as the most popular fault analysis method. While there are techniques that provide a fault analysis automation on the cipher level to some degree, it can be shown that when it comes to software implementations, there are new vulnerabilities, which cannot be found by observing the cipher design specification. This work bridges the gap by providing a fully automated way to carry out DFA on assembly implementations of symmetric block ciphers. We use a customized data flow graph to represent the program and develop a novel fault analysis methodology to capture the program behavior under faults. We establish an effective description of DFA as constraints that are passed to an SMT solver. We create a tool that takes assembly code as input, analyzes the dependencies among instructions, automatically attacks vulnerable instructions using SMT solver and outputs the attack details that recover the last round key (and possibly the earlier keys). We support our design with evaluations on lightweight ciphers SIMON, SPECK, and PRIDE, and a current NIST standard, AES. By automated assembly analysis, we were able to find new efficient DFA attacks on SPECK and PRIDE, exploiting implementation specific vulnerabilities, and previously published DFA on SIMON and AES. Moreover, we present a novel DFA on multiplication operation that has never been shown for symmetric block ciphers before. Our experimental evaluation also shows reasonable execution times that are scalable to current cipher designs and can easily outclass the manual analysis. Moreover, we present a method to check the countermeasure-protected implementations in a way that helps implementers to decide how many rounds should be protected. We note that this is the first work that automatically carries out DFA on cipher implementations without any plaintext or ciphertext information and therefore, can be generally applied to any input data to the cipher. © 2019, Ruhr-University of Bochum. All rights reserved.","Article","Final","Scopus"
"Automated fall armyworm (Spodoptera frugiperda, J.E. Smith) pheromone trap based on machine learning","2019","Journal of Computer Science","10.3844/JCSSP.2019.1759.1779","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087063220&doi=10.3844%2fJCSSP.2019.1759.1779&partnerID=40&md5=721e1e4ed56fd0204a2182913419f804","Maize is the main food crop that meets the nutritional needs of both humans and livestock in the sub-Saharan African region. Maize crop has in the recent past been threatened by the fall armyworm (Spodoptera frugiperda, J. E Smith) which has caused considerable maize yield losses in the region. Controlling this pest requires knowledge on the time, location and extent of infestation. In addition, the insect pest's abundance and environmental conditions should be predicted as early as possible for integrated pest management to be effective. Consequently, a fall armyworm pheromone trap was deployed as a monitoring tool in the present study. The trap inspection is currently carried out manually every week. The purpose of this paper is to bring automation to the trap. We modify the trap and integrate Internet of Things technologies which include a Raspberry Pi 3 Model B+ micro-computer, Atmel 8-bit AVR microcontroller, 3G cellular modem and various sensors powered with an off-grid solar photovoltaic system to capture real-time fall armyworm moth images, environmental conditions and provide real-time indications of the pest occurrences. The environmental conditions include Geographical Positioning System coordinates, temperature, humidity, wind speed and direction. The captured images together with environmental conditions are uploaded to the cloud server where the image is classified instantly using Google's pre-trained InceptionV3 Machine Learning model. Intended users view captured data including prediction accuracy via a web application. Once this smart technology is adopted, the labour-intensive task of monitoring will reduce while stakeholders shall be provided with a near real-time insight into the FAW situation in the field therefore enabling pro-activeness in their management of such a devastating pest. © 2019 Simon H. Chiwamba, Jackson Phiri, Philip O.Y. Nkunika, Claytone Sikasote, Monde M. Kabemba and Miyanda N. Moonga.","Article","Final","Scopus"
"Does Team Interaction Exploration Support Resilience in Human Autonomy Teaming?","2019","Proceedings of the Human Factors and Ergonomics Society","10.1177/1071181319631492","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111880937&doi=10.1177%2f1071181319631492&partnerID=40&md5=1824b44e6012969ea6db9904bd990062","Project overview. As a team explores interactions, they may find opportunities to expand and refine teamwork over time. This can have consequences for team effectiveness in normal and unexpected situations (Woods, 2018). Understanding the role of exploratory team interactions may be relevant for human-autonomy team (HAT) resilience in the face of synthetic agent rigidity and lack of anticipation (Demir et al, 2019). Team interaction exploration was defined as team interactions with qualities (e.g. content, communication medium) unique to a team’s interaction history (Cooke et al., 2013; Hills et al., 2015). This study examines the relationship between team interaction exploration and HAT performance in multiple remotely-piloted aerial system (RPAS) reconnaissance missions with degraded conditions. The goal of the task was to take good photos of target waypoints. In this task, three teammates are assigned to specific roles: the navigator plans the route using a digital map, the pilot (synthetic) controls the RPAS and selects target waypoints, and the photographer calibrates camera settings to take a good photo of a target waypoint. The synthetic agent was capable of routine team coordination without explicit team player qualities. Teams communicated via a text-chat interface. Seven unique degraded conditions were injected throughout ten missions. Three automation failures disrupted RPAS status information on the photographer’s or pilot’s display, and three autonomy failures disrupted the synthetic agent’s comprehension of waypoint information or caused the agent to move on to the next target before a photo was taken. Finally, a malicious cyber-attack caused the synthetic agent to fly the RPAS to an enemy occupied waypoint. Method. Forty-four participants were recruited from a large southwestern university in pairs and formed teams (22 teams) to participate in this study. These participants were either undergraduate or graduate students. This experiment consisted of ten 40-minute missions in total that were carried out over two sessions separated by one- to two-week intervals. After a baseline mission, an automation and autonomy failure was injected into each mission while the team processed target waypoints. The malicious cyber-attack occurred during the final 20-minutes of the tenth mission. This study collected a several measures including measures of team process, physiological measures, and surveys of teamwork knowledge, trust, workload, and anthropomorphism which are not considered in this study. Exploratory team interaction was operationalized as any text-message unique in content, sender, or recipient that was unrelated to routine coordination of target waypoints. Teams were grouped using k-means clustering by their target processing efficiency, number of overcome roadblocks, and mission performance. The three clusters (K = 3) were comparatively described as low- (N = 7), middle- (N = 7), and high-performing (N = 5) teams. A mixed-factor ANOVA compared the frequency of each team’s exploratory interactions by mission and cluster. Results and discussion. High-performing teams were distinguished from middle- and low-performing teams in their ability to maintain high levels of overall performance while efficiently processing targets and overcoming many roadblocks. Middle-performing teams were efficient in overcoming roadblocks but had worse mission performance. The findings indicate that 1) high-performing teams explored team interactions more than middle-performing teams, 2) there was no significant difference in exploration frequency between high- and low-performing teams, and 3) teams explored more in the first session than the second session, with the exception of the final mission. Overall, exploratory team interaction differentiated HAT performance in normal and degraded conditions and should be further examined at other levels of interaction, such as content meaning and interaction patterns. © 2019 by Human Factors and Ergonomics Society.","Conference paper","Final","Scopus"
"Modelling wildlife species abundance using automated detections from drone surveillance","2019","23rd International Congress on Modelling and Simulation - Supporting Evidence-Based Decision Making: The Role of Modelling and Simulation, MODSIM 2019","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086441252&partnerID=40&md5=0cbb1c0145c2ae3a98910f48a05e1ffc","Reliable estimates of abundance are critical to the conservation of threatened species. Aerial surveying is a sampling method that has been used to estimate wildlife abundance over large or inaccessible areas. An increasing trend in aerial surveying methodology is to use remotely piloted aircraft systems (RPAS), also known as drones, in lieu of traditional manned aircraft systems such as planes and helicopters. Studies which used RPAS instead of manned aircraft have recently attempted to analyse imagery using automated detection methods. While there are a number of advantages to this approach, there are also potential issues in abundance estimation using this data since the errors associated with using these approaches are largely unaccounted for in established models of abundance estimation. In this paper we applied a model developed by Terletzky and Koons (2016) for fixed wing survey, to data derived from RPAS surveys that has been processed by an automated detection method for koalas. The data collected enabled ground-truthing of detections which allowed both the probability of detection and the probability of duplicate detection to be accounted for in abundance estimates, as well as a comparison between the estimates and the true number of koalas present on site. Overall, it was found that the Terletzky & Koons (2016) method resulted in artificial inflation of abundance estimates when using data collected from RPAS surveys with automated detection. This is likely to have resulted from false positive detections, which can have a considerable impact on the accuracy of automated wildlife counts. Incorporating more sources of error than the probability of detection and duplicate detection appears to be essential to improving abundance estimation for these novel survey methods. An exploration of additional covariates that could affect detection in RPAS-derived thermal imaging due the unique constraints of these technologies should be considered in future model development. Copyright © 2019 The Modelling and Simulation Society of Australia and New Zealand Inc. All rights reserved.","Conference paper","Final","Scopus"
"Defeating UAVs through novel HPEM effectors","2019","Proceedings - 31st International Symposium on Ballistics, BALLISTICS 2019","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085923483&partnerID=40&md5=620e1b48e59ff1f3a40a3947906aaf91","Unmanned aerial vehicles (UAVs) are sophisticated, autonomous, low-cost systems that may become a threat when supplemented with energetic charges or improvised explosive devices (IED) as deadly payloads. While single UAVs may be defeated through air defense systems or new laser effectors, a swarm of them may, however, saturate such systems, especially when they fly coordinated attack patterns. Another encouraging concept generates either omni-directional, near-distance or directed, far-distance electromagnetic effects consisting of an explosively driven flux compression generator (FCG), an electrical opening switch, and the subsequent shaping of the electrical pulse into a high frequency (HF) radio signal transmitted by an antenna. This enables a promising compact design approach for integration into mobile effectors such as missiles or shoulder-launched munitions defeating swarms of UAVs as well as other electronic systems, devices, and components. FCG prototypes, a test setup and diagnostics including a Rogowski probe for current measurements were developed for proof-of-principle trials with iutput currents measured of several hundreds of kA. This complies to a current amplification factor of approx. 30 also predicted through a system simulation. In other subcomponent tests, a continuous and a pulsed microwave generator were used for generating radio signals transmitted by a horn antenna. The effectiveness of the emitted signal is eventually evaluated against commercially available UAVs like a Phantom 4. These vulnerability tests were performed at an anechoic chamber with parameters varied including antenna distance and direction to the target as well as pulse and idle times of the interference signal. These experimental results were also used for verifying simulation models created with LTspice. © 2019 by International Ballistics Society All rights reserved.","Conference paper","Final","Scopus"
"Cyber security and data protection","2019","The Law and Autonomous Vehicles","10.4324/9781315268187-5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086192832&doi=10.4324%2f9781315268187-5&partnerID=40&md5=3f0790a1961d11f8ec5714e125620a73","Cyber security and data protection are undoubtedly a significant challenge for both connected vehicles and autonomous vehicles. Notoriously, in 2015 a pair of security researchers found a way to gain remote access to a Jeep Cherokee and take control of the engine, brakes and entertainment system. This prompted the recall of 1.4 million vehicles. Moreover, concerns surround the potential for ‘ransomware’ attacks along the lines of the ‘WannaCry’ virus which paralysed the NHS in May 2017. Equally, the possibility for terrorist incidents is obvious. At a more mundane level, ‘smart’ cars are capable of gathering a great deal of sensitive data – for example, about how often users go to the gym or where they worship – and it is important that this is safeguarded. © 2019 Matthew Channon, Lucy McCormick and Kyriaki Noussia.","Book chapter","Final","Scopus"
"Finding Security Vulnerabilities in Unmanned Aerial Vehicles Using Software Verification","2019","Proceedings - 2019 International Workshop on Secure Internet of Things, SIoT 2019","10.1109/SIOT48044.2019.9637109","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124014080&doi=10.1109%2fSIOT48044.2019.9637109&partnerID=40&md5=684b7c5b13ac763cad869ffdb7f99344","The proliferation of Unmanned Aerial Vehicles (UAVs) embedded with vulnerable monolithic software has recently raised serious concerns about their security due to concurrency aspects and fragile communication links. However, verifying security in UAV software based on traditional testing remains an open challenge mainly due to scalability and deployment issues. Here we investigate software verification techniques to detect security vulnerabilities in typical UAVs. In particular, we investigate existing software analyzers and verifiers, which implement fuzzing and bounded model checking (BMC) techniques, to detect memory safety and concurrency errors. We also investigate fragility aspects related to the UAV communication link. All UAV components (e.g., position, velocity, and attitude control) heavily depend on the communication link. Our preliminary results show that fuzzing and BMC techniques can detect various software vulnerabilities, which are of particular interest to ensure security in UAVs. We were able to perform successful cyber-attacks via penetration testing against the UAV both connection and software system. As a result, we demonstrate real cyber-threats with the possibility of exploiting further security vulnerabilities in real-world UAV software in the foreseeable future.  © 2019 IEEE.","Conference paper","Final","Scopus"
"British writing and the limits of the human","2019","The Cambridge Companion to British Fiction: 1980-2018","10.1017/9781108649865.005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099244914&doi=10.1017%2f9781108649865.005&partnerID=40&md5=af685abd0829b73941931ff96510d33b","In 1980 I did not have a computer. Neither did anyone else I knew. E- as a prefix to anything such as e-passports was not in use then; in 2017 the capture of biodata in many different forms such as iris recognition has made e-passports a norm. Similarly, the ability to manipulate biodata and bio materials through biotechnological innovation, for instance in the context of fertility, has revolutionised ideas of kinship and can, in 2017, accommodate notions of multiple biological parents to a single child. The driverless car is being tested. Paro, the robot seal, is being used to comfort the elderly as robot carers for the elderly are being developed. Technology-enhanced surveillance is becoming ever more sophisticated, with the state and corporations submitting to and exploiting the self-learning algorithms of artificial intelligence systems that pervade the everyday. © Cambridge University Press 2019.","Book chapter","Final","Scopus"
"Decontamination of hand washbasins and traps in hospitals","2019","Decontamination in Hospitals and Healthcare","10.1016/B978-0-08-102565-9.00007-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087073024&doi=10.1016%2fB978-0-08-102565-9.00007-8&partnerID=40&md5=6b94d921c1a360152c82c0e592a17a6f","The drain openings of hand washbasins and sinks in hospitals represent a largely overlooked yet ubiquitous reservoir of microbial contamination that is increasingly recognized as a significant cause of patient infection, particularly with carbapenemase-producing Enterobacteriaceae. These bacteria have emerged relatively recently as a major health threat in hospitals globally against which only a very few antimicrobial agents remain active. The three main areas this chapter overviews are: the problem of microbial biofilm contamination of washbasin U-bend traps and drains in hospital hand washbasins and sinks; the associated risks of transmission of infection to patients and healthcare staff; and the approaches that have been investigated to mitigate these risks. First this chapter reviews the underlying causes of trap contamination and current evidence for cross-infection in the hospital setting. The various approaches that have been investigated to minimize infection risks from washbasin traps and drains are then discussed together with their relative advantages and disadvantages. Finally, the chapter examines the development of long-term solutions to the problem using integrated systems for automated decontamination of washbasin drains, U-bend traps, and wastewater pipework in the hospital setting. © 2020 Elsevier Ltd. All rights reserved.","Book chapter","Final","Scopus"
"Lidar-Based Detection of Dangerous Meteorological Phenomena at the Bratislava Airport","2019","Transportation Research Procedia","10.1016/j.trpro.2019.12.034","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085235677&doi=10.1016%2fj.trpro.2019.12.034&partnerID=40&md5=c6df759450c6cd1bf68e0dbecf993dc7","Low level wind shear is a hazardous meteorological phenomena that may seriously threaten the safety of the aircraft during the phase of landing and take-off. Automated, lidar-based systems for wind shear detection and alerting offer indispensable help to pilots to avoid landing in risky weather circumstances. Due to the efforts of the company MicroStep-MIS, the Bratislava Airport is one of the few (∼15) airports worldwide and the first in Central Europe that has been equipped with a Doppler lidar. This remote sensing tool monitors the surrounding air space in a circle with a radius of 6-7 km with high temporal and spatial resolutions (∼100 m horizontally, scan frequency: 2 minutes). The elevation angle of the lidar's laser beam is set to a constant of 3°, which corresponds to the angle of the glide path of the landing aircraft. In the current paper, we focus on a selected weather event that occurred on July 5th, 2018. It was a cold front that passed over the airport area, and showed several significant and abrupt changes in the wind field during its short existence (∼2.5 hours). We further analyze the situation from the perspective of the meteorological radar, installed in the neighborhood of the airport, and estimate the low level wind shear according to the requirements of the ICAO. © 2020 The Author(s).","Conference paper","Final","Scopus"
