"Title","Year","Source title","DOI","Link","Abstract","Document Type","Publication Stage","Source"
"Autonomous landing on ground target of UAV by using image-based visual servo control","2017","Chinese Control Conference, CCC","10.23919/ChiCC.2017.8029145","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85032173508&doi=10.23919%2fChiCC.2017.8029145&partnerID=40&md5=f1f6c92fcd510c725037778293fd1252","This paper addresses the auto landing problem of a quadrotor unmanned aerial vehicle (UAV) equipped with a single down-looking vertically camera on the ground target using image-based visual servo (IBVS) control. Observable features on a ground guidance cooperation mark flat are exploited to recognize and obtain the center pixel position of the mark, without the position and attitude estimation process, and direct compute flight control commands based on pixel level in image by control law, which all running on an onboard micro-processor. We exploited two control schemes include visual velocity landing control and VICON position landing control to compare the control effect. Experimental results are provided to illustrate and assess the performance of the proposed visual control strategy. © 2017 Technical Committee on Control Theory, CAA.","Conference paper","Final","Scopus"
"Compensating UAV GPS data accuracy through use of relative positioning and GPS data of UGV","2017","Journal of Mechanical Science and Technology","10.1007/s12206-017-0847-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029926095&doi=10.1007%2fs12206-017-0847-0&partnerID=40&md5=4bdda5e1721de8a359443cf029360c5a","We improve the performance of a low-quality GPS data on a UGV through use of multiple low-quality GPS modules on a UGV within line of sight of the UAV. The UGV sends GPS data corrections to the UAV on the basis of the distance from the UAV to the UGV as measured by scaling of a standard image pattern stuck on the UGV. Geolocation of both UGV and UAV are performed through the use of the extended Kalman filter integrating GPS aided INS. The positioning error is reduced by a factor of 2.3 in simulation studies and a factor of 1.6 in experiment when 3 GPS sensors are used on the UGV. This is better than what one can get through pure averaging of the GPS sensors in the presence of noise in measuring the UAV-UGV distance. We show how our exploitation of geometry improves GPS sensor performance as more GPS sensors are used. © 2017, The Korean Society of Mechanical Engineers and Springer-Verlag GmbH Germany.","Article","Final","Scopus"
"First report of Neofusicoccum algeriense causing dieback of red raspberry in Mexico","2017","Plant Disease","10.1094/PDIS-02-17-0251-PDN","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027572693&doi=10.1094%2fPDIS-02-17-0251-PDN&partnerID=40&md5=73fcebf10943c3f32ff528000acd7b45","During 2014 and 2015, severe symptoms of dieback were observed in a commercial orchard of red raspberry (Rubus idaeus L.) cv. Heritage in Tangancícuaro, Michoacán, Mexico. Symptoms consisted of brown cankers and dieback on canes, accompanied by reddening and wilting of foliage, at an incidence of 5%. Internal symptoms included a brown discoloration of vascular tissues. A total of 30 stem pieces (∼20 cm in length) were collected from 15 diseased plants. Sixty colonies grown on potato dextrose agar (PDA) at 25°C developed a white, aerial mycelium that became olivaceous gray at the surface after 5 days. Pycnidia were produced after 2 to 3 weeks on autoclaved pine needles placed on water agar and were solitary or aggregated, dark brown to black, uniloculate, and 320 to 417 μm in diameter. Conidiophores were hyaline, cylindrical, smooth, thin walled, and septate. Conidia were hyaline, fusiform, base subtruncate to bluntly rounded, smooth, thin walled, aseptate, and (13-) 16 to 19 (-21) × (4-) 4.5 to 5.5 (-6) μm (n = 100). These morphological characters were consistent with the description of Neofusicoccum algeriense reported by Berraf-Tebbal et al. (2014). The isolate was deposited in the Culture Collection of Phytopathogenic Fungi of the Department of Agricultural Parasitology at the Chapingo Autonomous University under accession number UACH-138. For accurate identification of this isolate, internal transcribed spacer region (ITS), β-tubulin gene (BT2), and the translation elongation factor 1-α gene (EF1-α) were amplified using universal primers ITS5/ITS4 (White et al. 1990), Bt2a/Bt2b (Glass and Donaldson 1995), and EF1-728F/EF1-986R (Carbone and Kohn 1999), and sequenced. BLAST queries of the sequences shared 99% identity with the ex-type isolate of N. algeriense for BT2 (KX505915) and EF1-α (KJ657715), and 100% with Neofusicoccum sp. for ITS (KX505905). Additionally, maximum likelihood analysis and Bayesian inference using multilocus alignment (ITS, BT2, and EF1-α) placed the isolate in the same clade with ex-type isolate of N. algeriense. Sequences were deposited as GenBank accession nos. KY609176 (ITS), KY609175 (BT2), and KY609174 (EF1-α). The pathogenicity of the isolate of N. algeriense was confirmed on 25 6-month-old red raspberry plants (cv. Heritage). Canes (70 cm long) were wounded (1.5 cm long, 2 mm deep) at 30 cm above ground level using a scalpel. A colonized 8-mm agar plug from a 7-day-old colony growing on PDA was placed on every wound and wrapped with Parafilm. Five red raspberry control plants received only noncolonized PDA plugs. All plants were covered with plastic bags for 72 h and were maintained in a greenhouse at 25°C. The experiment was repeated twice. After 20 days, all inoculated canes developed cankers, internal necrosis of wood, and dieback. No symptoms were observed on the control plants. The pathogen was reisolated from 100% of the inoculated stems, and microscopic examination showed that it was identical morphologically to that originally observed. To our knowledge, this is the first report of N. algeriense causing dieback of red raspberry in Mexico. This pathogen has been reported causing grapevine trunk disease in Algeria (Berraf-Tebbal et al. 2014), and associated with Eucalyptus globulus plantations in Portugal (Barradas et al. 2016). This disease is an emerging threat to red raspberry production in Mexico and must be taken into consideration in future studies on effective management practices. © 2017, American Phytopathological Society. All rights reserved.","Article","Final","Scopus"
"Applications of Lasers for Tactical Military Operations","2017","IEEE Access","10.1109/ACCESS.2017.2755678","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030674555&doi=10.1109%2fACCESS.2017.2755678&partnerID=40&md5=eb40430eb86b0c6fe13eb23ec1c4d733","Laser technology has observed a great advancement over the last few decades. This technology is used for a wide range of applications including medical sciences, military, industrial manufacturing, electronics, holography, spectroscopy, astronomy and much more. Military operations often demand a secure and timely transmission of a massive amount of information from one place to another. Until now, the military has relied on the radio spectrum for effective communication, which is vulnerable to security threats and susceptible to electromagnetic interference (EMI). Also, this spectrum is hard-pressed to meet the current bandwidth requirement for high-resolution images, on-air video conferencing and real-time data transfer. Therefore, the focus has shifted to visible and infrared spectrum using laser technology which is capable of providing secure data transfer because of its immunity to EMI. The probability of intercepting a laser signal is very low due to its narrow beam divergence and coherent optical beam, making the laser a suitable candidate for secure military tactical operations. Besides the communication aspect, the highly directive nature of a laser beam is also used as a directed energy laser weapon. These highly powerful and light weighted directed energy laser weapons are very cost-effective countermeasures for airborne threats. Furthermore, laser sensors are deployed in the battlefield or in space for tracking the path of a wide range of military vehicles like missiles, unmanned aerial vehicles, fighter aircraft, warships, submarines, and so on. Advancements in space operations and laser technology have offered synergistic possibilities of using lasers from space-based platforms during military operations. In this paper, we are providing our readers with a comprehensive study of laser applications, used by the military, to carry out tactical operations on the ground or space-based platforms. Also, an intensive investigation on the development of laser technology for sensors, range-finders and target designators that are used for intelligence, surveillance and reconnaissance is presented in the paper. The advancement of laser communication for military purposes and its current state of the art is reviewed as well as some recent scientific developments in the area of high-energy directed laser weapons are discussed, which have revolutionized military battlefields. Therefore, this manuscript highlights recent trends and engineering breakthroughs for the use of lasers in tactical operations. © 2013 IEEE.","Article","Final","Scopus"
"Combined Speed and Steering Control in High-Speed Autonomous Ground Vehicles for Obstacle Avoidance Using Model Predictive Control","2017","IEEE Transactions on Vehicular Technology","10.1109/TVT.2017.2707076","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85035761022&doi=10.1109%2fTVT.2017.2707076&partnerID=40&md5=260b5befb2fa64b64f3d4db36fa2b0a2","This paper presents a model predictive control-based obstacle avoidance algorithm for autonomous ground vehicles at high speed in unstructured environments. The novelty of the algorithm is its capability to control the vehicle to avoid obstacles at high speed taking into account dynamical safety constraints through a simultaneous optimization of reference speed and steering angle without a priori knowledge about the environment and without a reference trajectory to follow. Previous work in this specific context optimized only the steering command. In this paper, obstacles are detected using a planar light detection and ranging sensor. A multi-phase optimal control problem is then formulated to simultaneously optimize the reference speed and steering angle within the detection range. Vehicle acceleration capability as a function of speed, as well as stability and handling concerns such as preventing wheel lift-off, are included as constraints in the optimization problem, whereas the cost function is formulated to navigate the vehicle as quickly as possible with smooth control commands. Simulation results show that the proposed algorithm is capable of safely exploiting the dynamic limits of the vehicle while navigating the vehicle through sensed obstacles of different sizes and numbers. It is also shown that the proposed variable speed formulation can significantly improve performance by allowing navigation of obstacle fields that would otherwise not be cleared with steering control alone. © 1967-2012 IEEE.","Article","Final","Scopus"
"Traffic Modeling Considering Motion Uncertainties","2017","SAE Technical Papers","10.4271/2017-01-2000","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028994537&doi=10.4271%2f2017-01-2000&partnerID=40&md5=33b32514f3eb69dfe7f4411467423a72","Simulation has been considered as one of the key enablers on the development and testing for autonomous driving systems as in-vehicle and field testing can be very time-consuming, costly and often impossible due to safety concerns. Accurately modeling traffic, therefore, is critically important for autonomous driving simulation on threat assessment, trajectory planning, etc. Traditionally when modeling traffic, the motion of traffic vehicles is often considered to be deterministic and modeled based on its governing physics. However, the sensed or perceived motion of traffic vehicles can be full of errors or inaccuracy due to the inaccurate and/or incomplete sensing information. In addition, it is naturally true that any future trajectories are unknown. This paper proposes a novel modeling method on traffic considering its motion uncertainties, based on Gaussian process (GP). A probability distribution function is employed to represent traffic vehicles' future trajectories, which are further classified based on Gaussian Mixture Model (GMM) into typical motion trajectories. Then the GP-based motion model is built from the typical motion trajectories. With this model, any potential trajectories of traffic vehicles can be simulated by sampling the GP conditional distribution. The experiment has been performed in a high-fidelity driving simulator with a full-motion base. The results have demonstrated that the proposed GP-based model can faithfully represent the uncertainties of traffic vehicles motion, thus, is suitable for the high-fidelity simulation of autonomous driving systems. Copyright © 2017 SAE International.","Conference paper","Final","Scopus"
"A novel design of an air-cushion vehicle and its implementation","2017","MATEC Web of Conferences","10.1051/matecconf/201712602004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85031673438&doi=10.1051%2fmatecconf%2f201712602004&partnerID=40&md5=195c95e42b81e04268404666ea05503a","Recent advancements of unmanned aerial vehicles (UAVs) has led to an increase in public acceptance and availability of manufacturing technologies for these vehicles. This paper is concerned with the development of an air-cushion vehicle (ACV) utilizing the aforementioned manufacturing technologies. Exploiting similarities between UAVs and ACVs, and compensating for their differences, a unique hovercraft is designed and fabricated. The goal of the project is designing an ACV which can be controlled as an UAV without the dangers of easily damaging it. An overview of the development procedure of the hardware, software and implementation of the design is presented within this text. © The authors, published by EDP Sciences, 2017.","Conference paper","Final","Scopus"
"Rapid detection of Bacillus anthracis bloodstream infections by use of a novel assay in the GeneXpert system","2017","Journal of Clinical Microbiology","10.1128/JCM.00466-17","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030128580&doi=10.1128%2fJCM.00466-17&partnerID=40&md5=a05b8874e10ea5ec974ec3a2492eca60","Bacillus anthracis is a tier 1 select agent with the potential to quickly cause severe disease. Rapid identification of this pathogen may accelerate treatment and reduce mortality in the event of a bioterrorism attack. We developed a rapid and sensitive assay to detect B. anthracis bacteremia using a system that is suitable for point-of-care testing. A filter-based cartridge that included both sample processing and PCR amplification functions was loaded with all reagents needed for sample processing and multiplex nested PCR. The assay limit of detection (LOD) and dynamic range were determined by spiking B. anthracis DNA into individual PCR mixtures and B. anthracis CFU into human blood. One-milliliter blood samples were added to the filter-based detection cartridge and tested for B. anthracis on a GeneXpert instrument. Assay specificity was determined by testing blood spiked with non-anthrax bacterial isolates or by testing blood samples drawn from patients with concurrent non-B. anthracis bacteremia or nonbacteremic controls. The assay LODs were 5 genome equivalents per reaction and 10 CFU/ml blood for both the B. anthracis Sterne and V1B strains. There was a 6-log10 dynamic range. Assay specificity was 100% for tests of non-B. anthracis bacterial isolates and patient blood samples. Assay time was less than 90 min. This automated system suitable for point-ofcare detection rapidly identifies B. anthracis directly from blood with high sensitivity. This assay might lead to early detection and more rapid therapy in the event of a bioterrorism attack. © 2017 American Society for Microbiology. All Rights Reserved.","Article","Final","Scopus"
"Application of ensemble classifiers in accurate diagnosis of myocardial ischemia conditions","2017","Progress in Artificial Intelligence","10.1007/s13748-017-0120-x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053505787&doi=10.1007%2fs13748-017-0120-x&partnerID=40&md5=892435b3129b0f4d2d7446e652f506c3","Myocardial ischemia (MI) is abnormal cardiac condition during which myocardium is deprived of blood and oxygen supply. It is the most prominent heart disease around the globe, and its prevalence increases with age factors. Accurate and timely identification and treatment of MI help to prevent from series of dreadful ischemic heart diseases such as heart attack and heart failure. However, the manual interpretation of electrocardiogram (ECG) for diagnosis of MI is tedious task for physicians. Hence, automated classification is very useful for diagnosis of MI condition. Our study presents an approach for automated diagnosis of MI condition using ECG beats. In this methodology, non-linearity in ECG is finely captured using higher-order statistics (HOS), and then, dimensionality is reduced. Confidence interval of features is verified using Student’s t-test (probability (p)-value <0.05). Decision Tree (DT) as the base classifier following different ensemble classifiers, viz. Adaboost (ADB), Bagging (BGG), Rotation Forest (ROF) and Random Forest (RAF) are subjected for diagnosis of normal sinus rhythm (NSR) against MI conditions. Among these, ROF is diagnosed with 99.51 ± 0.31 % accuracy, 98.82 ± 1.04 % sensitivity and 99.83 ± 0.15 % specificity. In this system, higher specificity rate defines precision in diagnosis of True Negative (TN) condition. Results achieved in this study are efficient with 0.9886 of Matthews correlation coefficient (MCC). Our proposed system is non-invasive and cost-efficient and helps in screening of MI, predominantly in rural and remote areas. © 2017, Springer-Verlag Berlin Heidelberg.","Article","Final","Scopus"
"Autoinfotainment Security Development Framework (ASDF) for Smart Cars","2017","Proceedings - 2017 IEEE International Conference on Cloud and Autonomic Computing, ICCAC 2017","10.1109/ICCAC.2017.22","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85035322690&doi=10.1109%2fICCAC.2017.22&partnerID=40&md5=6b6a66af52b024726be89245723863df","The Autoinfotainment system will not only provide information systems and entertainment to car components, but it will also connect to the Internet and a wide range of multimedia and mobile devices. However, with the introduction of many smart devices and a variety of wireless communications through Wi-Fi, Bluetooth, DSRC, and cellular, we are experiencing major challenges to secure and protect vehicular advanced information and entertainment services due to the significant increase of the attack surface, complexity, heterogeneity and number of interconnected resources. In this paper, we present an Auto Security Development Framework (ASDF) to build trustworthy and highly secure auto information and entertainment services. The ASDF enables developers to consider security issues at all the auto car communications layers and integrate security algorithms with the functions and services offered in each layer rather than considering security in an ad-hoc and after thought manner. We also show how this framework can be used to develop anomaly behavior analysis algorithm to detect wireless attacks against the QUALCOMM DragonBoard Autoinfotainment system. © 2017 IEEE.","Conference paper","Final","Scopus"
"Wind tunnel tests of UiTM blended wing body - Unmanned aerial vehicle (BWB-UAV) prototype","2017","Journal of Mechanical Engineering","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042060708&partnerID=40&md5=da5655b5d345cda38ac6dd2b4253daf0","In 2014 Universiti Teknologi MARA (UiTM) Malaysia has been granted a research project under Prototype Research Grant Scheme from the Ministry of Higher Education Malaysia to build a prototype of Blended Wing Body - Unmanned Aerial Vehicle for aerial surveillance. In this paper the aerodynamic characteristics of the prototype in the longitudinal direction are presented in terms of lift coefficient, drag coefficient, and pitching moment coefficient obtained from wind tunnel tests. The tests are conducted on a 1/4 scaled half model aircraft placed in UiTM Low Speed Tunnel at wind speed of 20 m/s, 25 m/s, 30 m/s, 35 m/s and 40 m/s representing Reynolds number in the order of 105. For each wind speed, the angle of attack is varied from -10° to 64° to observe the full capability of the aircraft. Visualisation using thread tufts is also executed to see the flow pattern on the surface of the aircraft at certain angles. The results show that the maximum lift coefficient is around 0.65 at 28° angle of attack, the minimum drag coefficient is below 0.03 at zero angle of attack, and the maximum lift-to-drag ratio is about 20 at 3° angle of attack. The pitching moment curve indicates a static stability with negative slope between -7° to 10° angle of attack. Visualisation shows the flow separation progress on the surface of canard, wing and fuselage. © 2017 Faculty of Mechanical Engineering.","Article","Final","Scopus"
"Secure State Estimation for Cyber-Physical Systems under Sensor Attacks: A Satisfiability Modulo Theory Approach","2017","IEEE Transactions on Automatic Control","10.1109/TAC.2017.2676679","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030997173&doi=10.1109%2fTAC.2017.2676679&partnerID=40&md5=db2e6b6bf73f7e622380fa3fe9869ad2","Secure state estimation is the problem of estimating the state of a dynamical system from a set of noisy and adversarially corrupted measurements. Intrinsically a combinatorial problem, secure state estimation has been traditionally addressed either by brute force search, suffering from scalability issues, or via convex relaxations, using algorithms that can terminate in polynomial time but are not necessarily sound. In this paper, we present a novel algorithm that uses a satisfiability modulo theory approach to harness the complexity of secure state estimation. We leverage results from formal methods over real numbers to provide guarantees on the soundness and completeness of our algorithm. Moreover, we discuss its scalability properties, by providing upper bounds on the runtime performance. Numerical simulations support our arguments by showing an order of magnitude decrease in execution time with respect to alternative techniques. Finally, the effectiveness of the proposed algorithm is demonstrated by applying it to the problem of controlling an unmanned ground vehicle. © 1963-2012 IEEE.","Article","Final","Scopus"
"Perceptually Driven Nonuniform Asymmetric Coding of Stereoscopic 3D Video","2017","IEEE Transactions on Circuits and Systems for Video Technology","10.1109/TCSVT.2016.2583618","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85032261874&doi=10.1109%2fTCSVT.2016.2583618&partnerID=40&md5=2e25f6ed580bd974f2ba9d5ec89f316d","Asymmetric stereoscopic video coding has already proven its effectiveness in reducing the bandwidth required for stereoscopic 3D delivery without degrading the visual quality. This approach, in which the left and right views are encoded with different levels of quality, relies on the perceptual theory of binocular suppression. However, to ensure comfortable 3D viewing, the just-noticeable level of asymmetry, i.e., the maximum quality gap between views, has to be carefully defined. Both subjectively and empirically fixed thresholds of asymmetry demonstrated either the maladjustment to content or dependency to the experimental design. This paper describes a new nonuniform asymmetric stereoscopic video coding method adaptively adjusting the level of asymmetry for each region of the image based on its perceptual significance. The proposed method uses a fully automated model that dynamically determines the best bounds of asymmetry for which the 3D viewing experience will not be altered. This is achieved by exploiting several human-visual-system-inspired models, namely, the binocular just-noticeable difference, and the visual saliency map and depth information. The simulation results show that the proposed method results in bit rate saving of up to 26% and provides better 3D visual quality compared with state-of-the-art asymmetric coding methods. © 2017 IEEE.","Article","Final","Scopus"
"Improve the Security of GNSS Receivers Through Spoofing Mitigation","2017","IEEE Access","10.1109/ACCESS.2017.2754414","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030642101&doi=10.1109%2fACCESS.2017.2754414&partnerID=40&md5=a2fb574f9762ca2045be6893995adc65","Spoofing attacks are one of the most dangerous threats for the application of the global navigation satellite system (GNSS), especially for autonomous driving and unmanned aerial vehicles. In this paper, we present a more robust spoofing mitigation algorithm based on subspace projection that is independent of the number of antennas and that can be utilized in single-antenna GNSS receivers. During a spoofing attack, authentic signals are contaminated by spoofing signals. We demonstrate that all spoofing signals can be eliminated by projecting the received signal onto the orthogonal null space of the spoofing signals. Moreover, two types of receiver structures are designed: A centralized structure that has the ability to suppress cross-correlation interference and a distributed structure with lower computational complexity and lower projection power losses. The proposed algorithm is verified by the Beidou B1I signals for improving the security of the receiver. © 2013 IEEE.","Article","Final","Scopus"
"Future challenges for smart cities: Cyber-security and digital forensics","2017","Digital Investigation","10.1016/j.diin.2017.06.015","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027456918&doi=10.1016%2fj.diin.2017.06.015&partnerID=40&md5=f7de9669ecaf8157d15d0b5602acce85","Smart cities are comprised of diverse and interconnected components constantly exchanging data and facilitating improved living for a nation's population. Our view of a typical smart city consists of four key components, namely, Smart Grids, Building Automation Systems (BAS), Unmanned Aerial Vehicles (UAVs), Smart Vehicles; with enabling Internet of Things (IoT) sensors and the Cloud platform. The adversarial threats and criminal misuses in a smart city are increasingly heterogenous and significant, with provisioning of resilient and end-to-end security being a daunting task. When a cyber incident involving critical components of the smart city infrastructure occurs, appropriate measures can be taken to identify and enumerate concrete evidence to facilitate the forensic investigation process. Forensic preparedness and lessons learned from past forensic analysis can help protect the smart city against future incidents. This paper presents a holistic view of the security landscape of a smart city, identifying security threats and providing deep insight into digital investigation in the context of the smart city. © 2017 Elsevier Ltd","Review","Final","Scopus"
"Predicting Bradycardia in Preterm Infants Using Point Process Analysis of Heart Rate","2017","IEEE Transactions on Biomedical Engineering","10.1109/TBME.2016.2632746","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029872420&doi=10.1109%2fTBME.2016.2632746&partnerID=40&md5=0e2c352cc6ba93874598f4ad688815b1","Objective: Episodes of bradycardia are common and recur sporadically in preterm infants, posing a threat to the developing brain and other vital organs. We hypothesize that bradycardias are a result of transient temporal destabilization of the cardiac autonomic control system and that fluctuations in the heart rate signal might contain information that precedes bradycardia. We investigate infant heart rate fluctuations with a novel application of point process theory. Methods: In ten preterm infants, we estimate instantaneous linear measures of the heart rate signal, use these measures to extract statistical features of bradycardia, and propose a simplistic framework for prediction of bradycardia. Results: We present the performance of a prediction algorithm using instantaneous linear measures (mean area under the curve = 0.79 ± 0.018) for over 440 bradycardia events. The algorithm achieves an average forecast time of 116 s prior to bradycardia onset (FPR = 0.15). Our analysis reveals that increased variance in the heart rate signal is a precursor of severe bradycardia. This increase in variance is associated with an increase in power from low content dynamics in the LF band (0.04-0.2 Hz) and lower multiscale entropy values prior to bradycardia. Conclusion: Point process analysis of the heartbeat time series reveals instantaneous measures that can be used to predict infant bradycardia prior to onset. Significance: Our findings are relevant to risk stratification, predictive monitoring, and implementation of preventative strategies for reducing morbidity and mortality associated with bradycardia in neonatal intensive care units. © 2017 IEEE.","Article","Final","Scopus"
"Recognizing ADLs of one person household based on non-intrusive environmental sensing","2017","Proceedings - 18th IEEE/ACIS International Conference on Software Engineering, Artificial Intelligence, Networking and Parallel/Distributed Computing, SNPD 2017","10.1109/SNPD.2017.8022765","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030831683&doi=10.1109%2fSNPD.2017.8022765&partnerID=40&md5=ecaa18ca03060c5f436a0dc0106bb345","Pervasive sensing technologies are promising for increasing one-person households (OPH), where the sensors monitor and assist the resident to maintain healthy life rhythm. Towards the practical use, the recognition of activities of daily living (ADL) is an important step. Many studies of the ADL recognition have been conducted so far, for real-life and human-centric applications such as eldercare and healthcare. However, most existing methods have limitations in deployment cost, privacy exposure, and inconvenience for residents. To cope with the limitations, this paper presents a new indoor ADL recognition system especially for OPH. To minimize the deployment cost as well as the intrusions to user and house, we exploit an IoT-based environment-sensing device, called Autonomous Sensor Box (SensorBox) which can autonomously measure 7 kinds of environment attributes. We apply machine-learning techniques to the collected data, and predicts 7 kinds of ADLs. We conduct an experiment within an actual apartment of a single user. The result shows that the proposed system achieves the average accuracy of ADL recognition with more than 88%, by carefully developing the features of environment attributes. © 2017 IEEE.","Conference paper","Final","Scopus"
"A design space for external displays on cars","2017","AutomotiveUI 2017 - 9th International ACM Conference on Automotive User Interfaces and Interactive Vehicular Applications, Adjunct Proceedings","10.1145/3131726.3131760","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85034864602&doi=10.1145%2f3131726.3131760&partnerID=40&md5=77ff7a4d5c6a3b122b09de721128015b","The exterior surfaces of cars provide so far unutilized opportunities for information display. The exploitation of this space is enabled by current advances in display technologies combined with increased sensor integration, computing power, and connectivity in vehicles. With this motivation, we present a framework, mapping the design space for external vehicle displays. The audience for the displayed information may be other road users, pedestrians, or autonomous systems. This design direction is particularly interesting in the future, as the current direction towards driverless vehicles may be an enabler for increased separation, redesign, and repurposing of vehicle interior and exterior surfaces. © 2017 ACM.","Conference paper","Final","Scopus"
"Aerodynamic performance optimization for the rotor design of a hovering agricultural unmanned helicopter","2017","Journal of Mechanical Science and Technology","10.1007/s12206-017-0820-y","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029921809&doi=10.1007%2fs12206-017-0820-y&partnerID=40&md5=64ac41ed1565fd4ad9edcf47ca7a5cef","The importance of using Agriculture unmanned helicopters (AUHs), especially for spraying pesticides and fertilizers on any terrain type to ensure crop yields, has been recently acknowledged. Apart from flying these helicopters at a super-low altitude and low speed, using an efficient and optimum rotor blade ensures a uniform and deep penetration of pesticide and fertilizers over a specified area. Accordingly, this work attempts to optimize the rotor blade of an AUH by using coupling statistics and several numerical techniques, including design of experiments, response surface method, and computational fluid dynamics. The experiments are designed using the central composite design method and by selecting the geometric variables that affect the aerodynamic performance of the rotor blade, including the root chord, tip chord, and angle of attack. The angle at the root and tip is optimized in order for the resulting twist to produce a uniform blade loading, achieve maximum lift, and minimize the required hover power. The required aerodynamic forces and limited availability of engine power are identified as constraints. The blade is optimized only when the helicopter is hovering at a persistent rotational speed, and the hover efficiency of the rotor blade with an optimal twist distribution is significantly higher than the baseline. © 2017, The Korean Society of Mechanical Engineers and Springer-Verlag GmbH Germany.","Article","Final","Scopus"
"Breaking Implicit Trust in Point-of-Care Medical Technology: A Cyber-Physical Attestation Approach","2017","Proceedings - International Computer Software and Applications Conference","10.1109/COMPSAC.2017.74","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85031909219&doi=10.1109%2fCOMPSAC.2017.74&partnerID=40&md5=8b71a4f5138f570480c0837afbda5593","Digital microfluidics biochips are an emerging technology that are increasingly being evaluated as a viable platform for rapid diagnosis and point-of-care field deployment. In such a technology, processing errors are inherent. Cyber-physical digital biochips offer higher reliability through the inclusion of automated error recovery mechanisms that can reconfigure the electrode array. The potential exists for attack on these systems by confusing the reconfiguration activity. Recent research has begun to explore security vulnerabilities of digital microfluidic systems. In this work we use the Multiple Security Domain Nondeducibility (MSDND) framework to explore vulnerabilities that exist due to implicit trust. Specifically we examine Stuxnet-type threats that result in the disruption of information flow paths, and how creating beneficial paths will prevent threats from 'hiding' behind Nondeducibility. © 2017 IEEE.","Conference paper","Final","Scopus"
"Agent-based secure routing for underwater acoustic sensor networks","2017","International Journal of Communication Systems","10.1002/dac.3281","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85011382820&doi=10.1002%2fdac.3281&partnerID=40&md5=0fff4cea29095ddfefc8910c047ede26","The underwater networks have severe security implications and are vulnerable to various types of attacks such as selective forwarding, wormhole, and sinkhole. Neighbor discovery, a fundamental requirement for routing is vulnerable to wormhole attack, which enables false neighbor acceptance, thereby degrading the routing performance. The proposed agent-based secured routing scheme enhances the quality of service by discovering the wormhole resilient secure neighbors and route the information through the secure path. This scheme uses 4 agencies, namely, security, routing, underwater gateway, and vehicle, which are embedded with static and mobile agents. (1) Agents in security agency of a node discover secured neighbors by using the direction of arrival estimation and authentication, (2) agents in routing agency of a node establish secured routes from source to surface gateway, (3) agents in Underwater Gateway Agency communicate with Autonomous Underwater Vehicles (AUVs) and underwater nodes for key distribution, and (4) vehicle traversing agency in AUV coordinates with Underwater Gateway Agency for changing AUVs traversal to cover the isolated network area. The proposed scheme depicts the improved performance compared to basic neighbor discovery and channel aware routing protocol in terms of failure detection, energy consumption, and overheads. Copyright © 2017 John Wiley & Sons, Ltd.","Article","Final","Scopus"
"Automotive connectivity, cyber attack scenarios and automotive cyber security","2017","IEEE International Conference on Electro Information Technology","10.1109/EIT.2017.8053441","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85033721516&doi=10.1109%2fEIT.2017.8053441&partnerID=40&md5=8026224a2723c4acfba234b8df5cbd6a","The Automotive industry is changing rapidly, as classical automotive engineering and information and communication technologies (ICT) converge. Digitization, new mobility concepts, e-mobility, and autonomous driving require a permanent connection with the Internet and transform the car into a very complex cyber-physical system. However, with this connectivity the car becomes vulnerable to cyber attacks. It is very important to understand the threat scenarios underlying the mega trends that are changing the industry. The paper gives a brief overview of the main drivers of this change and discusses some of the major cyber security threats arising in the world of connected cars focussing on three important areas where cyber attacks can happen - e-mobility, car sharing and automated valet parking. Fortunately, there are various cyber security measures that can help to protect the connected car. We briefly discuss some of the main approaches. © 2017 IEEE.","Conference paper","Final","Scopus"
