title,abstract,URLs,venue,date
IoT-Based Electric Vehicle State Estimation and Control Algorithms Under Cyber Attacks,"In order to provide intelligent services, the Internet-of-Things (IoT) facilitates millions of smart devices to be enabled with network connectivity to sense, collect, process, and exchange information. Based on the communication infrastructure, the IoT can allow cyber-physical devices, such as an electric vehicle, to sense, monitor, and control from the remote control center in real time. Unfortunately, the traditional communication infrastructure is vulnerable to cyber attacks, so it is a challenging task for the IoT to explore these applications. In order to overcome the problem, this article proposes an algorithm for monitoring and controlling the electric vehicle using the IoT communication network considering false data-injection attacks. First, the driverless electric vehicle with onboard vision system is represented by a state-space framework. As the electric vehicle and monitoring control center are far away, the IoT-embedded smart sensors and actuators are used to measure and control the system states. The vehicle sensing information is transmitted to the control center over an unreliable communication channel where attacks happen. Based on the mean square error principle, the optimal state estimation algorithm is derived to know and visualize the vehicle states. In order to regulate the vehicle states, the optimal control algorithm is designed based on the semidefinite programming approach. The simulation results show that the proposed algorithms are able to properly estimate and regulate the vehicle states within a short period of time.",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8862884,IEEE Internet of Things Journal,2020-01-01
Path Planning Under Malicious Injections and Removals of Perceived Obstacles: A Probabilistic Programming Approach,"An autonomous mobile robot may encounter adversarial environments in which an attacker tries to influence its decisions. Through physical or software-level attacks, some of the robot's sensors might be compromised-a special concern for self-driving vehicles. Motivated by this scenario, this letter introduces and studies the problem of planning kinematically feasible (and possibly efficient) paths with bounded collision probability in adversarial settings where the obstacles perceived online by the robot display two layers of uncertainty. The first is the “usual” Gaussian uncertainty one would obtain from a standard object tracker (e.g., an Extended Kalman Filter); the second is an additional layer of uncertainty that captures possible sensor attacks and describes the actual existence of groups of obstacles in the environment. We study the complexity of the problem and propose a general sampling-based solution framework that uses the Sequential Probability Ratio Test (SPRT) to check collision probability constraints along the computed trajectory. We also show how probabilistic programming languages (PPLs) can simplify programming common algorithms (such as RRT and Hybrid A*) for mixed uncertainty. In addition to providing an easy-to-use programming framework, our approach is shown to plan safer paths compared to a Naive Monte Carlo baseline when both approaches are allowed to use at most the same given number of samples to perform collision checks.",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9184965,IEEE Robotics and Automation Letters,2020-01-01
Attack Analysis and Resilient Control Design for Discrete-Time Distributed Multi-Agent Systems,"This work analyzes the adverse effects of cyberphysical attacks on discrete-time distributed multi-agent systems, and proposes a mitigation approach for attacks on sensors and actuators. First, we show how an attack on a single node snowballs into a network-wide attack and even destabilizes the entire system. Next, to overcome the adversarial effects of attacks on sensors and actuators, a distributed adaptive attack compensator is designed by estimating the normal expected behavior of agents. The adaptive attack compensator is augmented with the controller and it is shown that the proposed controller achieves secure consensus in the presence of the attacks on sensors and actuators. No restrictive assumption on the number of agents under adversarial input is assumed. Moreover, it recovers compromised agents under actuator attacks and avoids propagation of attacks on sensors without discarding information from the compromised agents. Finally, numerical simulations validate the effectiveness of the presented theoretical contributions on a network of Sentry autonomous underwater vehicles.",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8932605,IEEE Robotics and Automation Letters,2020-01-01
VeRA: A Simplified Security Risk Analysis Method for Autonomous Vehicles,"Risk analysis/assessment is an indispensable process during the design and development of Autonomous Vehicles (AVs), which is in charge of evaluating whether the risk of an attack is critical or minor. However, current risk analysis methods either are time-consuming or not suitable for Connected and Autonomous Vehicles (CAVs). In this paper, an efficient security risk analysis method, Vehicles Risk Analysis (VeRA), is proposed, fitting for evaluating the risks of attacks in the context of AV and CAVs. VeRA firstly considers the human capabilities and vehicle automation level to conduct a security risk analysis. Meanwhile, compared to the benchmark (i.e., SAE J3061), VeRA uses a simplified analysis process and fewer factors, significantly reducing the required analysis time without affecting analysis accuracy. Moreover, based on VeRA, a simple but efficient mathematical model is established to assess the risk value by considering the attack probability, severity and human control, avoiding the tedious process of looking up tables in previous methods. A case study on a general AV model shows that VeRA not only captures the critical attacks as accurate as other methods, but also analyzes the changes of human controllability with the vehicle's automation level. The performance compared to other available methods shows that VeRA can obtain the same analysis results by using around 43% less time than the benchmark.",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9140383,IEEE Transactions on Vehicular Technology,2020-01-01
SecAuthUAV: A Novel Authentication Scheme for UAV-Ground Station and UAV-UAV Communication,"Unmanned Aerial Vehicles (UAVs) are becoming very popular nowadays due to the emergence of application areas such as the Internet of Drones (IoD). They are finding wide applicability in areas ranging from package delivery systems to automated military applications. Nevertheless, communication security between a UAV and its ground station (GS) is critical for completing its task without leaking sensitive information either to the adversaries or to unauthenticated users. UAVs are especially vulnerable to physical capture and node tampering attacks. Further, since UAV devices are generally equipped with small batteries and limited memory storage, lightweight security techniques are best suited for them. Addressing these issues, a lightweight mutual authentication scheme based on Physical Unclonable Functions (PUFs) for UAV-GS authentication is presented in this paper. The UAV-GS authentication scheme is extended further to support UAV-UAV authentication. We present a formal security analysis as well as old-fashioned cryptanalysis and show that our protocol provides various security features such as mutual authentication, user anonymity, etc, and is resilient against many security attacks such as masquerade, replay, node tampering, and cloning attacks, etc. We also compare the performance of our protocol with state-of-the-art authentication protocols for UAVs, based on computation, communication, and memory storage cost.",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9237145,IEEE Transactions on Vehicular Technology,2020-01-01
Poisoning and Evasion Attacks Against Deep Learning Algorithms in Autonomous Vehicles,"With the ongoing development and improvement of deep learning technology, autonomous vehicles (AVs) have made tremendous progress in recent years. Despite its great potential, AV supported by deep learning technology still faces numerous security threats, which prevent AV from being putting into large-scale practice. Aiming at this challenging situation, in this paper, we would like to exploit two attacks against deep learning algorithms in traffic sign recognition system by leveraging particle swarm optimization. Specifically, we first exploit the PAPSO (poisoning attack with particle swarm optimization) which focuses on the training process of the deep learning algorithms in the traffic sign recognition system, i.e., the attacker injects crafted samples into the training dataset, causing a reduction in classification accuracy of the traffic sign recognition system. Then, we also explore the EAPSO (evasion attack with particle swarm optimization) which on the other hand focuses on the interference process of the deep learning algorithms, i.e., the attacker adds some hardly perceptible perturbations to the targeted test sample, leading to a misclassification on it. Extensive experiments are conducted to shed light on the effectiveness of our attacks, and some corresponding defense strategies are also presented.",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9019666,IEEE Transactions on Vehicular Technology,2020-01-01
Probabilistic Crowd GAN: Multimodal Pedestrian Trajectory Prediction Using a Graph Vehicle-Pedestrian Attention Network,"Understanding and predicting the intention of pedestrians is essential to enable autonomous vehicles and mobile robots to navigate crowds. This problem becomes increasingly complex when we consider the uncertainty and multimodality of pedestrian motion, as well as the implicit interactions between members of a crowd, including any response to a vehicle. Our approach, Probabilistic Crowd GAN, extends recent work in trajectory prediction, combining Recurrent Neural Networks (RNNs) with Mixture Density Networks (MDNs) to output probabilistic multimodal predictions, from which likely modal paths are found and used for adversarial training. We also propose the use of Graph Vehicle-Pedestrian Attention Network (GVAT), which models social interactions and allows input of a shared vehicle feature, showing that inclusion of this module leads to improved trajectory prediction both with and without the presence of a vehicle. Through evaluation on various datasets, we demonstrate improvements on the existing state of the art methods for trajectory prediction and illustrate how the true multimodal and uncertain nature of crowd interactions can be directly modelled.",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9123560,IEEE Robotics and Automation Letters,2020-01-01
Multiview Scene Image Inpainting Based on Conditional Generative Adversarial Networks,"With the help of a multiview system, an unmanned vehicle system can better understand the surrounding environment and choose a more accurate and safer path to avoid obstacles. However, due to the interference of the signal or the loss of part of the signal during the acquisition, processing, compression, transmission and decompression of the video image signal, the local area of the image is abnormal, which affects the perception and decision of the system. This article addresses the problems of inaccurate restored images and noise in the restored images by proposing an image restoration method that is applied to a multicamera system. We utilize different perspective images captured by different cameras to assist and constrain the restoration of the damaged image. This method restores the image by combining sample representations and sample distribution models which respectively based on self-encoder reconstruction loss learning and generative adversarial networks. In this method, the infrastructure is a conditional generative adversarial network, the condition is the images that are from the other perspectives, and the generator is a self-encoder structure with cross-layer connection, group convolution and feature map channel exchanged. This method was carried out on a dataset recorded in Zurich using a pair of cameras mounted on a mobile platform. The experimental results demonstrate that the proposed method is superior to the existing methods in terms of mean L1 Loss, mean L2 Loss and the peak signal to noise ratio (PSNR).",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8911481,IEEE Transactions on Intelligent Vehicles,2020-01-01
Real-Time Sensor Anomaly Detection and Identification in Automated Vehicles,"Connected and automated vehicles (CAVs) are expected to revolutionize the transportation industry, mainly through allowing for a real-time and seamless exchange of information between vehicles and roadside infrastructure. Although connectivity and automation are projected to bring about a vast number of benefits, they can give rise to new challenges in terms of safety, security, and privacy. To navigate roadways, CAVs need to heavily rely on their sensor readings and the information received from other vehicles and roadside units. Hence, anomalous sensor readings caused by either malicious cyber attacks or faulty vehicle sensors can result in disruptive consequences and possibly lead to fatal crashes. As a result, before the mass implementation of CAVs, it is important to develop methodologies that can detect anomalies and identify their sources seamlessly and in real time. In this paper, we develop an anomaly detection approach through combining a deep learning method, namely convolutional neural network (CNN), with a well-established anomaly detection method, and Kalman filtering with a  $\chi ^{2}$ -detector, to detect and identify anomalous behavior in CAVs. Our numerical experiments demonstrate that the developed approach can detect anomalies and identify their sources with high accuracy, sensitivity, and F1 score. In addition, this developed approach outperforms the anomaly detection and identification capabilities of both CNNs and Kalman filtering with a  $\chi ^{2}$ -detector method alone. It is envisioned that this research will contribute to the development of safer and more resilient CAV systems that implement a holistic view toward intelligent transportation system (ITS) concepts.",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8684317,IEEE Transactions on Intelligent Transportation Systems,2020-01-01
Malicious User Detection for Cooperative Mobility Tracking in Autonomous Driving,"The mobility status of self and surrounding vehicles provides important information to various tasks in autonomous driving (AD) and intelligent transportation system (ITS). Accordingly, a precise, stable, and robust mobility tracking framework is essential. Compared with self-tracking that relies only on mobility observations from onboard sensors [e.g., global positioning system (GPS), inertial measurement unit (IMU), and camera], cooperative tracking markedly increases the precision and reliability of the mobility information by integrating observations from roadside units (RSUs) and nearby vehicles through vehicle-to-everything (V2X) communications in the Internet of Vehicles (IoV). Nevertheless, cooperative tracking can be quite vulnerable if there are malicious users sending bogus observations in the cooperative network. In this article, we present a malicious user detection framework, which includes two sequential detection algorithms and a secure mobility data exchange and fusion model to detect and remove bogus mobility information and integrate proposed detection algorithms with previous data fusion algorithms, which secures the cooperative mobility tracking in AD, ITS. Simulations validate the effectiveness and robustness of the proposed framework under different types of attacks.",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8998259,IEEE Internet of Things Journal,2020-01-01
Anomaly Detection for Controller Area Networks Using Long Short-Term Memory,"The rapid expansion of intra-vehicle networks has increased the number of threats to such networks. Most modern vehicles implement various physical and data-link layer technologies. Vehicles are becoming increasingly autonomous and connected. Controller Area Network (CAN) is one such serial bus system that is used to connect sensors and controllers (Electronic Control Units-ECUs) within a vehicle. ECUs vary widely in processing power, storage, memory, and connectivity. Classical cryptographic approaches are resource intensive. There is a need for efficient security countermeasures for protecting the CAN from various attacks. In this article, we present a novel Long Short-Term Memory (LSTM) network to detect anomalies. Once trained, our system is capable of detecting anomalies in real-time and uses minimal resources. We report the results of our novel prediction algorithm that we use to select optimal LSTM network parameters. Our prediction algorithm and anomaly detection engine have been tested on data from real automobiles. We present the results of our experiments and analyze our findings.",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9286742,IEEE Open Journal of Intelligent Transportation Systems,2020-01-01
Behavioral Biometrics for Continuous Authentication in the Internet-of-Things Era: An Artificial Intelligence Perspective,"In the Internet-of-Things (IoT) era, user authentication is essential to ensure the security of connected devices and the customization of passive services. However, conventional knowledge-based and physiological biometric-based authentication systems (e.g., password, face recognition, and fingerprints) are susceptible to shoulder surfing attacks, smudge attacks, and heat attacks. The powerful sensing capabilities of IoT devices, including smartphones, wearables, robots, and autonomous vehicles enable continuous authentication (CA) based on behavioral biometrics. The artificial intelligence (AI) approaches hold significant promise in sifting through large volumes of heterogeneous biometrics data to offer unprecedented user authentication and user identification capabilities. In this survey article, we outline the nature of CA in IoT applications, highlight the key behavioral signals, and summarize the extant solutions from an AI perspective. Based on our systematic and comprehensive analysis, we discuss the challenges and promising future directions to guide the next generation of AI-based CA research.",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9121981,IEEE Internet of Things Journal,2020-01-01
Optimal Stealthy Deception Attack Against Cyber-Physical Systems,"This paper studies the problem of designing the optimal deception attack to maximize a utility function with the Kullback-Leibler divergence adopted as a detection constraint. The utility function reflects the goal of pulling the state away from the origin, increasing the cost of the controller and decreasing the cost of the attacker. To analyze the stealthiness of the attack, the attack signal is decomposed into two parts, one of which is strict stealthy. The necessary and sufficient condition is derived for the case that the strict stealthy attack cannot lead to an unbounded benefit. In this case, the linear transformation of the optimal attack is proved to be a Gaussian distribution. With the mean value and covariance of the Gaussian distribution as variables, the original problem is transformed into a new problem which may not be convex. A suboptimal attack policy is provided and the upper bound for the loss of benefit when using the suboptimal attack is also given. A numerical example of unmanned ground vehicle is illustrated to verify the effectiveness of the proposed attack policy.",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8709954,IEEE Transactions on Cybernetics,2020-01-01
Resilient Output Containment of Heterogeneous Cooperative and Adversarial Multigroup Systems,"This note introduces a new concept of cooperative and adversarial multigroup system, which consists of cooperative leaders and followers, as well as adversaries. For example, cooperation of multiple military vehicles operate in complex dynamic networked environments with unknown enemies and hidden malicious attackers. The lack of global situational awareness in distributed settings makes autonomous vehicles prone to cyberattacks and infiltration. Each agent is unaware of the motives of its neighbors and may receive information/data from both the teammates and the adversaries. Secure and resilient control protocols are essential for the networked multigroup systems to prevent the adversaries' attacks from propagating across the network, which may influence the system performance and even overall stability. To counter sensor faults and attacks from the adversaries, a distributed resilient control architecture is proposed, which guarantees uniform ultimate boundedness of the closed-loop dynamical system. Numerical simulations illustrate the effectiveness of the proposed results.",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8869852,IEEE Transactions on Automatic Control,2020-01-01
Detection Performance to Spatially Random UAV Using the Ground Vehicle,"It is very challenging to detect an unmanned-aerial-vehicle (UAV) when it is applied to launch an attack by the enemy's country, due to its feature of mobility and flexibility. Against this background, in this paper, from wireless communication point of view, we study the detection probability of home country's ground vehicle (GV) to enemy's ground-station (GS)-to-UAV transmission system. We assume that the location of the GV is randomly distributed inside the space confined by the largest detection distance. Moreover, we assume the enemy's UAV is randomly distributed in the coverage space of the GS-to-UAV (G2A) transmission link but also keep the security distance from the GS. To this end, we first characterize the statistical features of the signal-to-noise-ratio (SNR) over the G2V and G2A links. Then, we define detection outage probability (DOP) and average detection capacity (ADC), and show their approximations. Finally, Monte-Carlo simulations are conducted to verify the correctness of our proposed analytical models.",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9293404,IEEE Transactions on Vehicular Technology,2020-01-01
On the Design of Conditional Privacy Preserving Batch Verification-Based Authentication Scheme for Internet of Vehicles Deployment,"In the Internet of Vehicles (IoV), secure information sharing among vehicles is crucial in order to upgrade driving safety as well as to strengthen vehicular services. However, public communication among vehicles leads to various potential attacks, such as replay, man-in-the-middle, impersonation, unlinkability and traceability attacks. To address this issue, we design a new conditional privacy preserving batch verification-based authentication mechanism in the IoV environment using Elliptic Curve Cryptography (ECC) technique, where a vehicle can authenticate its neighbor vehicle and also a Road-Side Unit (RSU) can authenticate its nearby vehicles in a batch. The proposed scheme is shown to be highly secure against a passive/active adversary through various security analysis, such as random oracle based formal security, formal security verification via automated simulation tool, and also informal security analysis. An exhaustive comparative analysis reveals that the proposed scheme offers better security and functionality attributes, and comparable storage, communication and computation overheads when these are compared with the relevant schemes.",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9042206,IEEE Transactions on Vehicular Technology,2020-01-01
A2G2V: Automatic Attack Graph Generation and Visualization and Its Applications to Computer and SCADA Networks,"Securing cyber-physical systems (CPS) and Internet of Things (IoT) systems requires the identification of how interdependence among existing atomic vulnerabilities may be exploited by an adversary to stitch together an attack that can compromise the system. Therefore, accurate attack graphs play a significant role in systems security. A manual construction of the attack graphs is tedious and error-prone, this paper proposes a model-checking-based automated attack graph generator and visualizer (A2G2V). The proposed A2G2V algorithm uses existing model-checking tools, an architecture description tool, and our own code to generate an attack graph that enumerates the set of all possible sequences in which atomic-level vulnerabilities can be exploited to compromise system security. The architecture description tool captures a formal representation of the networked system, its atomic vulnerabilities, their pre-and post-conditions, and security property of interest. A model-checker is employed to automatically identify an attack sequence in the form of a counterexample. Our own code integrated with the model-checker parses the counterexamples, encodes those for specification relaxation, and iterates until all attack sequences are revealed. Finally, a visualization tool has also been incorporated with A2G2V to generate a graphical representation of the generated attack graph. The results are illustrated through application to computer as well as control (SCADA) networks.",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8720257,"IEEE Transactions on Systems, Man, and Cybernetics: Systems",2020-01-01
CANeleon: Protecting CAN Bus With Frame ID Chameleon,"The Controller Area Network (CAN) has been widely used in the automotive and industrial automation for over two decades. However, due to the lack of security mechanisms, CAN is vulnerable to attacks. In this paper, we propose a novel protection scheme called CANeleon. It can defend CAN against a smart attacker who might inject malicious frames with legitimate frame IDs, which cannot be mitigated by existing countermeasures. Inspired by the idea of moving target defense technologies, CANeleon equips each legitimate CAN node with the ability to shift the spoofed frame ID. In this way, the IDs of malicious frames are exposed and can be further filtered by legitimate nodes. Moreover, CANeleon neither inserts new information to the frame, nor requires any modification to the CAN protocol, so it is in compliance with the existing standards. CANeleon is a decentralized mechanism guaranteeing that the protection could be done simultaneously without additional communication. Experiments on a CAN bus prototype and a real self-driving vehicle prove the effectiveness of CANeleon.",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9079183,IEEE Transactions on Vehicular Technology,2020-01-01
DiversityGAN: Diversity-Aware Vehicle Motion Prediction via Latent Semantic Sampling,"Vehicle trajectory prediction is crucial for autonomous driving and advanced driver assistant systems. While existing approaches may sample from a predicted distribution of vehicle trajectories, they lack the ability to explore it – a key ability for evaluating safety from a planning and verification perspective. In this work, we devise a novel approach for generating realistic and diverse vehicle trajectories. We first extend the generative adversarial network (GAN) framework with a low-dimensional approximate semantic space, and shape that space to capture semantics such as merging and turning. We then sample from this space in a way that mimics the predicted distribution, but allows us to control coverage of semantically distinct outcomes. We validate our approach on a publicly available dataset and show results that achieve state-of-the-art prediction performance, while providing improved coverage of the space of predicted trajectory semantics.",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9127831,IEEE Robotics and Automation Letters,2020-01-01
Unified Biometric Privacy Preserving Three-Factor Authentication and Key Agreement for Cloud-Assisted Autonomous Vehicles,"Autonomous vehicles (AVs) are increasingly common, although there remain a number of limitations that need to be addressed in order for their deployment to be more widespread. For example, to mitigate the failure of self-driving functions in AVs, introducing the remote control capability (which allows a human driver to operate the vehicle remotely in certain circumferences) is one of several countermeasures proposed. However, the remote control capability breaks the isolation of onboard driving systems and can be potentially exploited by malicious actors to take over control of the AVs; thus, risking the safety of the passengers and pedestrians (e.g., AVs are remotely taken over by terrorist groups to carry out coordinated attacks in places of mass gatherings). Therefore, security is a key, mandatory feature in the design of AVs. In this paper, we propose a cloud-centric three-factor authentication and key agreement protocol (CT-AKA) integrating passwords, biometrics and smart cards to ensure secure access to both cloud and AVs. Three typical biometric encryption approaches, including fuzzy vault, fuzzy commitment, and fuzzy extractor, are unified to achieve three-factor authentication without leaking the biometric privacy of users. Moreover, two session keys are negotiated in our protocol, namely: one between the user and AV to support secure remote control of the AV, and the other is negotiated between the mobile device and the cloud to introduce resilience to the compromise of ephemeral security parameters to ensure cloud data access security with a high security guarantee. Finally, we formally verify the security properties and evaluate the efficiency of CT-AKA, whose findings demonstrate that the protocol achieves high security strength with reasonable computation and communication costs.",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8979385,IEEE Transactions on Vehicular Technology,2020-01-01
Impacts of Constrained Sensing and Communication Based Attacks on Vehicular Platoons,"Vehicular platooning promises to bring a faster, safer, and more efficient transportation. Automated platooned vehicles will rely on information obtained from inter-vehicle communication channels and on-board sensors to make driving decisions and achieve platooning. However, such reliance creates an opportunity for safety violating attacks intended to disrupt the platoon formation and cause accidents. In this work, we investigate more realistic attacks mounted against the communication and sensing functionalities of platooned vehicles. More specifically, we are interested in approximating the set of final unsafe states, that can be reached by mounting realistically constrained attacks capable of introducing delay and injecting false-data against the aforementioned functionalities. For that purpose, we will use reachability analysis which enables us to realize whether it is possible to drive the platoon from initial to final states given performance and physical bounds. Our results suggest that these two types of attack are able to steer the platoon towards dangerous states and generate impacts on passengers' safety by causing crashes at high speeds.",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9037093,IEEE Transactions on Vehicular Technology,2020-01-01
Deep reinforcement learning and its application in autonomous fitting optimization for attack areas of UCAVs,"The ever-changing battlefield environment requires the use of robust and adaptive technologies integrated into a reliable platform. Unmanned combat aerial vehicles (UCAVs) aim to integrate such advanced technologies while increasing the tactical capabilities of combat aircraft. As a research object, common UCAV uses the neural network fitting strategy to obtain values of attack areas. However, this simple strategy cannot cope with complex environmental changes and autonomously optimize decision-making problems. To solve the problem, this paper proposes a new deep deterministic policy gradient (DDPG) strategy based on deep reinforcement learning for the attack area fitting of UCAVs in the future battlefield. Simulation results show that the autonomy and environmental adaptability of UCAVs in the future battlefield will be improved based on the new DDPG algorithm and the training process converges quickly. We can obtain the optimal values of attack areas in real time during the whole flight with the well-trained deep network.",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9180140,Journal of Systems Engineering and Electronics,2020-01-01
Moving Horizon Estimation of Air Data Parameters for UAVs,"Local wind velocities, angle of attack, and lift coefficients of a fixed-wing unmanned aerial vehicle (UAV) are estimated by fusing kinematic, aerodynamic, and stochastic wind models with data from an inertial measurement unit, a global navigation satellite system receiver, and a pitot-static tube in a moving horizon estimator. Experimental validation with two different UAVs and two sensor sets of different quality shows promising results for both wind velocity and angle of attack estimation.",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8863994,IEEE Transactions on Aerospace and Electronic Systems,2020-01-01
Adversarial Examples: Opportunities and Challenges,"Deep neural networks (DNNs) have shown huge superiority over humans in image recognition, speech processing, autonomous vehicles, and medical diagnosis. However, recent studies indicate that DNNs are vulnerable to adversarial examples (AEs), which are designed by attackers to fool deep learning models. Different from real examples, AEs can mislead the model to predict incorrect outputs while hardly be distinguished by human eyes, therefore threaten security-critical deep-learning applications. In recent years, the generation and defense of AEs have become a research hotspot in the field of artificial intelligence (AI) security. This article reviews the latest research progress of AEs. First, we introduce the concept, cause, characteristics, and evaluation metrics of AEs, then give a survey on the state-of-the-art AE generation methods with the discussion of advantages and disadvantages. After that, we review the existing defenses and discuss their limitations. Finally, future research opportunities and challenges on AEs are prospected.",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8842604,IEEE Transactions on Neural Networks and Learning Systems,2020-01-01
The Safety Potential of Lane Keeping Assistance and Possible Actions to Improve the Potential,"Before widespread automated driving, driver assistance systems become more common and can deliver safety benefits. This study focuses on current and future lane keeping assistance (LKA) systems and their potential safety effects by analysing real-world crash data and LKA's possibilities to prevent fatal passenger car crashes. The analysed data includes in-depth analysis of 364 fatal head-on and single-vehicle crashes in Finland. According to statistical analysis, 27% of these crashes could potentially have been prevented had currently available LKA been deployed. In this study, many issues are examined related to the lane markings' visibility, infrastructure, weather, and driver-related risks, which rationalise the results, compliment previous research, and highlight possibilities to increase the safety potential of LKA. Related to the lane markings' visibility, safety potential could be improved by allocating more resources to road maintenance and to snow clearance. Advanced LKA enabling exploiting digital lane markings could hypothetically almost double the safety potential as weather conditions or the visibility of lane markings would not restrict LKA's operation. While the driver is still in charge of driving tasks, driver-related risks are difficult to manage and the crashes caused intendedly or due to driver's attack of illness are not preventable by current LKA systems.",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9084279,IEEE Transactions on Intelligent Vehicles,2020-01-01
Android HIV: A Study of Repackaging Malware for Evading Machine-Learning Detection,"Machine learning-based solutions have been successfully employed for the automatic detection of malware on Android. However, machine learning models lack robustness to adversarial examples, which are crafted by adding carefully chosen perturbations to the normal inputs. So far, the adversarial examples can only deceive detectors that rely on syntactic features (e.g., requested permissions, API calls, etc.), and the perturbations can only be implemented by simply modifying application’s manifest. While recent Android malware detectors rely more on semantic features from Dalvik bytecode rather than manifest, existing attacking/defending methods are no longer effective. In this paper, we introduce a new attacking method that generates adversarial examples of Android malware and evades being detected by the current models. To this end, we propose a method of applying optimal perturbations onto Android APK that can successfully deceive the machine learning detectors. We develop an automated tool to generate the adversarial examples without human intervention. In contrast to existing works, the adversarial examples crafted by our method can also deceive recent machine learning-based detectors that rely on semantic features such as control-flow-graph. The perturbations can also be implemented directly onto APK’s Dalvik bytecode rather than Android manifest to evade from recent detectors. We demonstrate our attack on two state-of-the-art Android malware detection schemes, MaMaDroid and Drebin. Our results show that the malware detection rates decreased from 96% to 0% in MaMaDroid, and from 97% to 0% in Drebin, with just a small number of codes to be inserted into the APK.",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8782574,IEEE Transactions on Information Forensics and Security,2020-01-01
Learning-Based Real-Time Process-Aware Anomaly Monitoring for Assured Autonomy,"Various learning-based approaches have been proposed recently for robot control in complex unknown environments. However, ensuring safety in these systems is essential. Learning-based approaches are usually black-box systems which are difficult to interpret/verify. We propose a real-time continuous safety checking system which monitors the validity of the mapping from the sensor input to the actuator command (i.e., controller-focused anomaly detection) and from the actuator command to the sensor input (i.e., system-focused anomaly detection). Our controller-focused anomaly monitor is an image conditioned energy based generative adversarial network in which the discriminator acts as an energy function attributing low energies to proper actuator commands and high energy to anomalous actuator commands. Our system-focused anomaly monitor is based on an action condition video prediction framework, which finds the action conditioned future frame most similar to the actual future frame and compares it with the true action to detect anomaly. We experimentally demonstrate the effectiveness of our framework for an autonomous navigation system in indoor (on datasets from our ground vehicle) and outdoor environments (on Udacity dataset). Furthermore, we show through experimental evaluations that our proposed framework is resilient to various data corruptions common in a vision based system.",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9099389,IEEE Transactions on Intelligent Vehicles,2020-01-01
Drones in Distress: A Game-Theoretic Countermeasure for Protecting UAVs Against GPS Spoofing,"One prominent security threat that targets unmanned aerial vehicles (UAVs) is the capture via global positioning system (GPS) spoofing in which an attacker manipulates a UAV's GPS signals in order to capture it. Given the anticipated widespread deployment of UAVs for various purposes, it is imperative to develop new security solutions against such attacks. In this article, a mathematical framework is introduced for analyzing and mitigating the effects of GPS spoofing attacks on UAVs. In particular, system dynamics are used to model the optimal routes that the UAVs will adopt to reach their destinations. The GPS spoofer's effect on each UAV's route is also captured by the model. To this end, the spoofer's optimal imposed locations on the UAVs, are analytically derived; allowing the UAVs to predict their traveling routes under attack. Then, a countermeasure mechanism is developed to mitigate the effect of the GPS spoofing attack. The countermeasure is built on the premise of cooperative localization, in which a UAV can determine its location using nearby UAVs instead of the possibly compromised GPS locations. To better utilize the proposed defense mechanism, a dynamic Stackelberg game is formulated to model the interactions between a GPS spoofer and a drone operator. In particular, the drone operator acts as the leader that determines its optimal strategy in light of the spoofer's expected response strategy. The equilibrium strategies of the game are then analytically characterized and studied through a novel proposed algorithm. The simulation results show that, when combined with the Stackelberg strategies, the proposed defense mechanism will outperform baseline strategy selection techniques in terms of reducing the possibility of UAV capture.",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8946587,IEEE Internet of Things Journal,2020-01-01
