titles	abstract	URL	useful?
Completion Time Minimization for UAV-Enabled Surveillance Over Multiple Restricted Regions		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85137556357&origin=inward	no
Skip Connection YOLO Architecture for Noise Barrier Defect Detection Using UAV-Based Images in High-Speed Railway		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85165895324&origin=inward	no
Distributed Adaptive Platoon Secure Control on Unmanned Vehicles System for Lane Change Under Compound Attacks		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85171749583&origin=inward	no
Perceptual Interaction-Based Path Tracking Control of Autonomous Vehicles under DoS Attacks: A Reinforcement Learning Approach		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85162897678&origin=inward	no
Effects of vehicle dynamics on small UAS-gust encounters		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85174582802&origin=inward	no
Modeling and Dynamic Stability Analysis of Distributed Electric Propulsion Tilt-Rotor UAV		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85180416666&origin=inward	no
Acoustic Stall Detection of Variable Pitch Propeller for Unmanned Aerial Vehicles	This paper presents an analysis of acoustic emission and performance data of a UAV rotor equipped with a variable pitch propeller. The proposed study aims to show propeller noise features that indicate stall flow regime on the blade. Analysis of the noise characteristics around the propeller in terms of power spectral density allow to detect the stall. The study shows that a microphone located at different angles around the propeller can provide data sufficient to determine if the blade angle of attack has forced the propeller into the stall regime. In this range, the propeller’s efficiency in hover decreases and leads to an increase in power consumption. The reresearch is a suggests a method of data treatment to obtain a single parameter indicating a blade stall.	https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85176506665&origin=inward    https://link.springer.com/content/pdf/10.1007/s10846-023-01997-x.pdf	no
A multi-population co-evolutionary algorithm for green integrated process planning and scheduling considering logistics system		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85169027225&origin=inward	no
TAGKA: Threshold authenticated group key agreement protocol against member disconnect for UANET		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85162904047&origin=inward	no
Window-based transformer generative adversarial network for autonomous underwater image enhancement		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85170416282&origin=inward	no
SMART: Self-Morphing Adaptive Replanning Tree		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85171570276&origin=inward	no
E-Navigation: A Distributed Decision Support System With Extended Reality for Bridge and Ashore Seafarers		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85174824987&origin=inward	no
A Model-Based Method for Enabling Source Mapping and Intrusion Detection on Proprietary Can Bus		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85125699308&origin=inward	no
UAV Trajectory and Multi-User Beamforming Optimization for Clustered Users Against Passive Eavesdropping Attacks with Unknown CSI		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85162721355&origin=inward	no
Energy-Efficient General PoI-Visiting by UAV with a Practical Flight Energy Model		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85136846237&origin=inward	no
Attribute-Based Data Sharing Scheme with Flexible Search Functionality for Cloud-Assisted Autonomous Transportation System		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85148475230&origin=inward	no
A real-time visual compass from two planes for indoor unmanned aerial vehicles (UAVs)[Formula presented]		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85160718837&origin=inward	no
μtesla-Based Authentication for Reliable and Secure Broadcast Communications in IoD Using Blockchain		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85161060112&origin=inward	no
Shared-Control Teleoperation Paradigms on a Soft-Growing Robot Manipulator	Semi-autonomous telerobotic systems allow both humans and robots to exploit their strengths while enabling personalized execution of a remote task. For soft robots with kinematic structures dissimilar to those of human operators, it is unknown how the allocation of control between the human and the robot changes the performance. This work presents a set of interaction paradigms between a human and a remote soft-growing robot manipulator, with demonstrations in both real and simulated scenarios. The soft robot can grow and retract by eversion and inversion of its tubular body, a property we exploit in the interaction paradigms. We implemented and tested six different human-robot interaction paradigms, with full teleoperation at one extreme and gradually adding autonomy to various aspects of the task execution. All paradigms are demonstrated by two experts and two naive operators. Results show that humans and the soft robot manipulator can effectively split their control along different degrees of freedom while acting simultaneously to accomplish a task. In the simple pick-and-place task studied in this work, performance improves as the control is gradually given to the robot’s autonomy, especially when the robot can correct certain human errors. However, human engagement is maximized when the control over a task is at least partially shared. Finally, when the human operator is assisted by haptic guidance, which is computed based on soft robot tip position errors, we observed that the improvement in performance is dependent on the expertise of the human operator.	https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85171859599&origin=inward    https://link.springer.com/content/pdf/10.1007/s10846-023-01919-x.pdf	no
Coordinated Hierarchical Co-Optimization of Speed Planning and Energy Management for Electric Vehicles Driving in Stochastic Environment		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85159793310&origin=inward	no
Aerial Swarm Defense Using Interception and Herding Strategies		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85165394612&origin=inward	no
Bandit-based data poisoning attack against federated learning for autonomous driving models		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85157963087&origin=inward	yes
Unmanned-Aerial-Vehicle-Aided Integrated Sensing and Computation with Mobile-Edge Computing		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85159677984&origin=inward	no
UAV Target Detection for IoT via Enhancing ERP Component by Brain-Computer Interface System		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85159794062&origin=inward	no
L-Shape-Model-Based Vehicle Tracking With Joint Kinematic and Geometric Estimation Using Lidar		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85159719657&origin=inward	no
Orientation-Aware Hierarchical, Adaptive-Resolution A Algorithm for UAV Trajectory Planning		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85168663030&origin=inward	no
An adaptive law based online system identification of cropped delta unmanned aerial vehicles from flight tests		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85166305307&origin=inward	no
Secure Consensus of Multiagent Systems with DoS Attacks via Fully Distributed Dynamic Event-Triggered Control		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85163431749&origin=inward	no
Aerodynamic performance of aircraft wings with stationary vertical lift propellers		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85168413728&origin=inward	no
LCE-Calib: Automatic LiDAR-Frame/Event Camera Extrinsic Calibration With a Globally Optimal Solution		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85153379414&origin=inward	no
Hierarchical Goal-Guided Learning for the Evasive Maneuver of Fixed-Wing UAVs based on Deep Reinforcement Learning	Fixed-wing unmanned aerial vehicles (UAVs) will play a vital role in forthcoming military conflicts. Effectively avoiding threats and improving the survivability of fixed-wing UAV in dynamic hostile environments are the keys to the success of combat missions. Hence, endowing fixed-wing UAVs with the ability to autonomously generate evasive maneuver is the primary problem that should be solved. With considering the threat of air-to-air missile attacks, this paper designs a novel hierarchical goal-guided learning (HGGL) method, which combines with traditional off-policy deep reinforcement learning (DRL) algorithms and endows the agent with the ability to evade a series of air-to-air missiles. The pivotal idea of the proposed algorithm is to use the hierarchical features of the goal, it improves the availability of training data to eliminate the limitation of the convergence rate of traditional DRL algorithms owing to sparse rewards. We demonstrate the performance of our algorithm in several simulation experiments. All experiments are applied on the XSimStudio platform. The results demonstrate that the proposed algorithm improves the convergence speed and outperforms the state-of-the-art traditional algorithms.	https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85174443969&origin=inward    https://link.springer.com/content/pdf/10.1007/s10846-023-01953-9.pdf	no
Robust Adversarial Attacks Detection Based on Explainable Deep Reinforcement Learning for UAV Guidance and Planning		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85165326408&origin=inward	yes
Dynamic Path Planning Algorithm for Unmanned Surface Vehicle under Island-Reef Environment		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85163475979&origin=inward	no
AUTOSIM: Automated Urban Traffic Operation Simulation via Meta-Learning		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85168800300&origin=inward	no
ParallelEye Pipeline: An Effective Method to Synthesize Images for Improving the Visual Intelligence of Intelligent Vehicles		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85160234907&origin=inward	no
Secure IoU in Adversarial Environments: User Authentication and Performance Optimization		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85153342311&origin=inward	no
A Robust CACC Scheme Against Cyberattacks via Multiple Vehicle-to-Vehicle Networks		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85153330943&origin=inward	no
Learning Adaptive Policies for Autonomous Excavation under Various Soil Conditions by Adversarial Domain Sampling		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85165304559&origin=inward	no
Anomaly Detection Against GPS Spoofing Attacks on Connected and Autonomous Vehicles Using Learning from Demonstration		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85159656211&origin=inward	no
Aggregated Zero-Knowledge Proof and Blockchain-Empowered Authentication for Autonomous Truck Platooning		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85159843288&origin=inward	no
How Generative Adversarial Networks Promote the Development of Intelligent Transportation Systems: A Survey		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85166782868&origin=inward	no
Guaranteed Safe Path and Trajectory Tracking via Reachability Analysis Using Differential Inequalities	In many automated motion planning systems, vehicles are tasked with tracking a reference path or trajectory that is safe by design. However, due to various uncertainties, real vehicles may deviate from such references, potentially leading to collisions. This paper presents rigorous reachable set bounding methods for rapidly enclosing the set of possible deviations under uncertainty, which is critical information for online safety verification. The proposed approach applies recent advances in the theory of differential inequalities that exploit redundant model equations to achieve sharp bounds using only simple interval calculations. These methods have been shown to produce very sharp bounds at low cost for nonlinear systems in other application domains, but they rely on problem-specific insights to identify appropriate redundant equations, which makes them difficult to generalize and automate. Here, we demonstrate the application of these methods to tracking problems for the first time using three representative case studies. We find that defining redundant equations in terms of Lyapunov-like functions is particularly effective. The results show that this technique can produce effective bounds with computational times that are orders of magnitude less than the planned time horizon, making this a promising approach for online safety verification. This performance, however, comes at the cost of low generalizability, specifically due to the need for problem-specific insights and advantageous problem structure, such as the existence of appropriate Lyapunov-like functions.	https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85167426991&origin=inward    https://link.springer.com/content/pdf/10.1007/s10846-023-01928-w.pdf	no
Bayesian Optimization Enhanced Deep Reinforcement Learning for Trajectory Planning and Network Formation in Multi-UAV Networks		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85151556086&origin=inward	no
Jamming-Enhanced Secure UAV Communications with Propulsion Energy and Curvature Radius Constraints		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85151555934&origin=inward	no
SeqOT: A Spatial-Temporal Transformer Network for Place Recognition Using Sequential LiDAR Data		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85146218107&origin=inward	no
Automatic Model-Based Dataset Generation for High-Level Vision Tasks of Autonomous Driving in Haze Weather		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85144072173&origin=inward	no
Short-range air combat maneuver decision of UAV swarm based on multi-agent Transformer introducing virtual objects		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85154045591&origin=inward	no
Reinforcement learning-based multi-strategy cuckoo search algorithm for 3D UAV path planning		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85151035873&origin=inward	no
SaCHBA_PDN: Modified honey badger algorithm with multi-strategy for UAV path planning		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85151035038&origin=inward	no
Public Blockchain-Envisioned Security Scheme Using Post Quantum Lattice-Based Aggregate Signature for Internet of Drones Applications		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85151565908&origin=inward	no
HOOPOE: High Performance and Efficient Anonymous Handover Authentication Protocol for Flying out of Zone UAVs		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85151492734&origin=inward	no
Distributional and hierarchical reinforcement learning for physical systems with noisy state observations and exogenous perturbations		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85160434823&origin=inward	maybe
Model Predictive Control with Wind Preview for Aircraft Forced Landing		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85147203978&origin=inward	no
Logistics box recognition in robotic industrial de-palletising procedure with systematic RGB-D image processing supported by multiple deep learning methods		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85153096861&origin=inward	no
Partition-Tolerant and Byzantine-Tolerant Decision Making for Distributed Robotic Systems With IOTA and ROS2		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85151542020&origin=inward	no
An optical flow-based method for condition-based maintenance and operational safety in autonomous cleaning robots		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85149864086&origin=inward	no
A Survey on Safety-Critical Driving Scenario Generation - A Methodological Perspective		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85153389003&origin=inward	no
Benchmark Evaluation of Hybrid Fixed-Flapping Wing Aerial Robot with Autopilot Architecture for Autonomous Outdoor Flight Operations		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85161015174&origin=inward	no
A<sup>2</sup> RID - Anonymous Direct Authentication and Remote Identification of Commercial Drones		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85148423845&origin=inward	no
Receding Horizon Control With Online Barrier Function Design Under Signal Temporal Logic Specifications	Signal temporal logic (STL) has been found to be an expressive language for describing complex, time-constrained tasks in several robotic applications. Existing methods encode such specifications by either using integer constraints or by employing set invariance techniques. While in the first case this results in a mixed integer linear program (MILP), control problems, in the latter case, designer-specific choices may induce conservatism in the robot's performance and the satisfaction of the task. In this article, a continuous-time receding horizon control scheme (RHS) is proposed that exploits the tradeoff between task satisfaction and performance costs such as actuation and state costs, traditionally considered in RHS schemes. The satisfaction of the STL tasks is encoded using time-varying control barrier functions that are designed online, thus avoiding the integer expressions that are often used in literature. The recursive feasibility of the proposed scheme is guaranteed by the satisfaction of a time-varying terminal constraint that ensures the satisfaction of the task with predetermined robustness. The effectiveness of the method is illustrated in a multirobot simulation scenario. Â© 1963-2012 IEEE.	https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85135759168&origin=inward	no
Viewpoint-Driven Formation Control of Airships for Cooperative Target Tracking	For tracking and motion capture (MoCap) of animals in their natural habitat, a formation of safe and silent aerial platforms, such as airships with on-board cameras, is well suited. In our prior work we derived formation properties for optimal MoCap, which include maintaining constant angular separation between observers w.r.t. the subject, threshold distance to it and keeping it centered in the camera view. Unlike multi-rotors, airships have non-holonomic constrains and are affected by ambient wind. Their orientation and flight direction are also tightly coupled. Therefore a control scheme for multicopters that assumes independence of motion direction and orientation is not applicable. In this letter, we address this problem by first exploiting a periodic relationship between the airspeed of an airship and its distance to the subject. We use it to derive analytical and numeric solutions that satisfy the formation properties for optimal MoCap. Based on this, we develop an MPC-based formation controller. We perform theoretical analysis of our solution, boundary conditions of its applicability, extensive simulation experiments and a real world demonstration of our control method with an unmanned airship. Â© 2016 IEEE.	https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85153331105&origin=inward	no
A Deadlock-Free Hybrid Estimation of Distribution Algorithm for Cooperative Multi-UAV Task Assignment with Temporally Coupled Constraints	This article addresses the cooperative multiunmanned aerial vehicles task assignment problem (CMTAP) with temporally coupled constraints and aims to find a feasible assignment to minimize the equivalent distances of all tasks. We first present a mixed-integer linear programming model of CMTAP. To solve the undesirable deadlocks of CMTAP, a Petri net amender is constructed based on a candidate solution, and a deadlock-free solution is equivalent to a feasible transition sequence that can be fired sequentially in the corresponding amender. With this amender, we present a Petri net-based deadlock amending method (PDAM) with polynomial time complexity to convert a deadlocked solution into a deadlock-free solution. Also, a deadlock-free hybrid estimation of distribution algorithm (DHEDA) is developed for CMTAP by embedding PDAM into the original EDA. To further improve the solution quality, we establish a local exploitation method, and an adaptive operational probability is used to balance the computational burden and local exploitation ability. Then, a match-up-based reassignment method is proposed to cope with time-sensitive targets. Finally, extensive computational experiments demonstrate that PDAM is more effective at solving deadlocks than graph-based methods, particularly for large-scale CMTAP, and DHEDA outperforms existing algorithms when solving CMTAP. Â© 1965-2011 IEEE.	https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85144075318&origin=inward	no
S-VIO: Exploiting Structural Constraints for RGB-D Visual Inertial Odometry	Vision-based localization is an essential problem for autonomous systems while the performance of vision-based odometry degrades in the challenging scenario. This letter presents S-VIO, an RGB-D visual inertial odometry (VIO) which fully uses multi-sensor measurements (i.e. depth, RGB and IMU), heterogeneous landmarks (i.e. points, lines and planes) and structural regularity of the environment to obtain a robust and accurate localization result. In order to detect the underlying structural regularity of the environment, a two-step Atlanta world inference method is proposed. Leveraging the gravity direction estimated by the VIO system, the proposed algorithm first generates horizontal Atlanta axis hypotheses from a set of recently optimized plane landmarks. Then the following plane landmarks and line clusters are used to filter out the occasionally observed axes based on the persistence of the observation. The remaining axes will survive and be saved in the Atlanta map for future re-observations. Particularly, an efficient mined-and-stabbed (MnS) method is applied to classify the structural line and extract the vanishing point from each line cluster. In addition, a closed-form initialization method for the structural line feature is proposed, which leverages the known direction to obtain a better initial estimation. Integrated with the above novelties, S-VIO is tested on two public real-world RGB-D inertial datasets. Experiments demonstrate that S-VIO has better accuracy and robustness compared to state-of-the-art VIO and RGB-D VIO algorithms. Â© 2016 IEEE.	https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85158862550&origin=inward	no
Adaptive cylinder vector particle swarm optimization with differential evolution for UAV path planning	Particle swarm optimization (PSO) algorithm has a potential to solve route planning problem for unmanned aerial vehicle (UAV). However, the traditional PSO algorithm is easy to fall into local optimum under the complicated environments with multiple threats. In order to improve the performance in different complicated environments, a novel and effective PSO algorithm with adaptive adjustment of the parameters, cylinder vector and different evolution operator, named ACVDEPSO, is proposed and demonstrated to be effective for route planning problem for UAV. In the proposed ACVDEPSO, the velocity of the particle is converted to its cylinder vector for the convenience of the path search. It is worth highlighting that the parameters of ACVDEPSO algorithm are automatically chosen by the time and the fitness values of the particles. Furthermore, a challenger based on differential evolution operator is introduced to reduce the probability of falling into local optimum and accelerate the algorithm convergence speed. The simulation experiments have been conducted in real digital elevation model (DEM) maps to test the performance of the ACVDEPSO. The experiment results validate that the optimization performance of the ACVDEPSO outperforms the other comparison methods, which can efficiently generate a higher quality path for UAV under the complicated 3D environments. Â© 2023	https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85147607722&origin=inward	no
Privacy-Preserving Object Detection With Poisoning Recognition for Autonomous Vehicles	Object detection has achieved significant progress in attaining high-quality performance without leaking private messages. However, traditional approaches cannot defend the poisoning attacks. Poisoning attacks can make the predictive model unusable, which quickly causes recognition errors or even traffic accidents. In this paper, we propose a privacy-preserving object detection with poisoning recognition (PR-PPOD) framework via distributed training with the help of the CNN, ResNet18, and classical SSD network. Specifically, we design a poisoning model recognition algorithm to remove the uploaded local poisoning parameters to guarantee a trained model's availability based on given privacy-preserving progress. More importantly, the PR-PPOD framework can effectively prevent the threat of differential attacks and avoid privacy leakage caused by reverse model reasoning. Moreover, the effectiveness, efficiency, and security of PR-PPOD are demonstrated via comprehensive theoretical analysis. Finally, we simulate the performance of local poisoning model recognition based on the MNIST, CIFAR10, VOC2007, and VOC2012 datasets, which could achieve good performance compared with the case without poisoning recognition. Â© 2013 IEEE.	https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85144781189&origin=inward	yes
Resource Allocation in a Secure Internet of Battle Vehicles Through RF Fingerprint Recognition	In the internet of battle vehicles (IoBV), a few unauthorized users may attack and intrude on a network. The attackers who sneak into the network may maliciously occupy invaluable wireless resources that are supposed to serve authorized users. To guarantee the quality of service (QoS) of authorized users, we novelly propose an architecture of secure IoBV through the radio frequency (RF) fingerprint recognition technology and investigate the optimal resource allocation scheme under such an architecture. With few training samples, we propose a meta-transfer-based few-shot learning method for RF fingerprint recognition and an algorithm to optimize the data rate in an IoBV. Compared with a few benchmarks, the analysis results show that our proposed algorithm can improve the overall data rate and reduce the computation time. Â© 1967-2012 IEEE.	https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85147222400&origin=inward	no
An Optimal Layout Pattern-Based Solution Approach to the Extended Machine Layout Problem with Multirow Multicolumn Structure		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85132709218&origin=inward	no
A hybrid algorithm based on grey wolf optimizer and differential evolution for UAV path planning		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85143494433&origin=inward	no
LiDAR-camera fusion: Dual transformer enhancement for 3D object detection		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85146151470&origin=inward	no
Reinforcement learning for energy efficiency improvement in UAV-BS access networks: A knowledge transfer scheme		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85147193258&origin=inward	no
The Effect of Vehicle Automation Styles on Drivers' Emotional State		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85148422145&origin=inward	no
Fuzzy-Model-Based Lateral Control for Networked Autonomous Vehicle Systems under Hybrid Cyber-Attacks		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85126517092&origin=inward	no
A novel UAV path planning approach: Heuristic crossing search and rescue optimization algorithm		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85143497561&origin=inward	no
Robust Certificateless Authentication Protocol for the SAE J1939 Commercial Vehicles Bus		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85144810353&origin=inward	no
Real-Time Stereo 3D Car Detection With Shape-Aware Non-Uniform Sampling		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85149869788&origin=inward	no
Exact and Approximate Heterogeneous Bayesian Decentralized Data Fusion		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85153190106&origin=inward	no
Resilient Time-Varying Formation-Tracking of Multi-UAV Systems Against Composite Attacks: A Two-Layered Framework		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85151808953&origin=inward	no
Secure Long-Range Autonomous Valet Parking: A Reservation Scheme with Three-Factor Authentication and Key Agreement		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85141521968&origin=inward	no
Lane-Change in Dense Traffic With Model Predictive Control and Neural Networks		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85135763066&origin=inward	no
An Example Application for An Identification of Friend and Foe (IFF) System Appropriate for Unmanned Aerial Vehicles (UAV) Based on Deep Learning	Drone/UAV systems are used for the solution of different problems that exist in different fields, in a way that pushes the limits of the human imagination. The services provided by UAV systems are used in the process of many sectors and in daily life. Security is one of the areas UAV systems are used, in line with the historical origin of the system. Undoubtedly, as in every technological innovation, in parallel with the increase in the use of UAV systems for the benefit of humanity, there is also an increase and diversification in illegal activities. Due to the fact that UAV systems offer cheaper, risk-free and cost-effective solutions, there is a global increase in the frequency and diversity of the use of them by terrorist organizations. It would not be an exaggeration that the airspaces, which have been under the sovereignty of states until today and where terrorist organizations did not exist much, are now used by them. Despite the complex and expensive detection, identification, warning and prevention systems that states continue to develop to prevent air threats, the fact that terrorist organizations can carry out attacks with simple and inexpensive UAV systems confirms this determination. Based on the assumption that an UAV-based method can be developed for the solution of the identified problem, in this study an autonomous system has been tried to be developed that can perform control, surveillance and safety flight in a certain airspace, detect intruder systems during flight and lock on them with its software.	https://link.springer.com/content/pdf/10.1007/s10846-023-01840-3.pdf    https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85149996301&origin=inward	no
A Framework for Vision-Based Building Detection and Entering for Autonomous Delivery Drones	Autonomous delivery by aerial robots inside urban environments is getting closer to be operational everyday, but several concerns about proper navigation sources are to be addressed. As lot of GPS glitches are observed in urban environments, hereon a fully vision-based navigation framework is developed. The platform is assumed to have the ability to get into a vicinity of its destination using available “imperfect” navigation methods like GPS. Hereupon, the autonomous execution of mission is divided into four consecutive phases, all relying on a forward-looking camera: I) A novel vision-based method for detecting and confirming the target facade in the batch of neighboring buildings is introduced that performs matching using neural networks exploiting the texture features of facade segments; II) The intended window among the facade windows array is detected in real-time; III) The robot is guided to autonomously approach the intended window by a proper visual tracking algorithm; IV) Finally, a collision-free passage through the portal section of window based on visual Time-To-Contact estimation is commanded for the safe entrance. The network is trained using approximately 34,000 feature samples from a set of real-world building facades. As a result, a 95.4% accuracy along with 81.4% classification precision and 87.6% recall are achieved for the trained network in correct facade detection and confirmation. Also, the success rate of overall entrance mission is found to be 13 out of 15 in real world experiments, provided the initial distance being less than 20 meters.	https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85150872206&origin=inward    https://link.springer.com/content/pdf/10.1007/s10846-023-01834-1.pdf	no
On the exploitation of the blockchain technology in the healthcare sector: A systematic review		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85139357533&origin=inward	no
The Geometry of Navigation Problems		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85123687452&origin=inward	no
A Systematic Survey: Security Threats to UAV-Aided IoT Applications, Taxonomy, Current Challenges and Requirements with Future Research Directions		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85141652180&origin=inward	maybe
Unified Terrestrial/Aerial Motion Planning for HyTAQs via NMPC		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85147268913&origin=inward	no
MLB-IoD: Multi Layered Blockchain Assisted 6G Internet of Drones Ecosystem		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85139852367&origin=inward	no
ST<sup>2</sup>: Spatial-Temporal State Transformer for Crowd-Aware Autonomous Navigation		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85147219964&origin=inward	no
Exploiting Linear Structure for Precision Control of Highly Nonlinear Vehicle Dynamics		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85129437567&origin=inward	no
Boosting UAV Tracking with Voxel-Based Trajectory-Aware Pre-Training		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85147302435&origin=inward	no
Parallel planning: A new motion planning framework for autonomous driving		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85049698709&origin=inward	no
Automated firearms detection in cargo x-ray images using RetinaNet	We present a method for the automated detection of firearms in cargo x-ray images using RetinaNet. RetinaNet is a recently proposed powerful object detection framework that is shown to surpass the detection performance of state-of-art two-stage R-CNN family object detectors while matching the speed of one-stage object detection algorithms. We trained our models from scratch by generating training data with threat image projection (TIP) that alleviates the class imbalance problem inherent to the x-ray security inspection and eliminates the need for costly and tedious staged data collection. The method is tested on unseen weapons that are also injected into unseen cargo images using TIP. Variations in cargo content and background clutter is considered in training and testing datasets. We demonstrated RetinaNet-based firearm detection model matches the detection accuracies of traditional sliding-windows convolutional neural net firearm detectors while offering more precise object localization, and significantly faster detection speed.	https://www.spiedigitallibrary.org/conference-proceedings-of-spie/10999/109990P/Automated-firearms-detection-in-cargo-x-ray-images-using-RetinaNet/10.1117/12.2517817.pdf    https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85072304960&origin=inward	no
